"ID","proxy_site","description","address","city","start_date","end_date","lat","lon","O3.gain","O3.offset"
"AQY BB-607","San Pablo - Rumrill","Pt. San Pablo Harbor","1900 Stenmark Drive","Pt. San Pablo","2019-12-05 00:00:00","2019-12-10",37.962284,-122.418807,"1","0"
"AQY BB-607","San Pablo - Rumrill","Pt. San Pablo Harbor","1900 Stenmark Drive","Pt. San Pablo","2019-12-11 23:00:00","2019-12-25",37.962284,-122.418807,"2.69021434615369","-46.0361234621003"
"AQY BB-607","San Pablo - Rumrill","Pt. San Pablo Harbor","1900 Stenmark Drive","Pt. San Pablo","2019-12-26 23:00:00","2020-01-13",37.962284,-122.418807,"2.67683244934621","-50.7038661486676"
"AQY BB-607","San Pablo - Rumrill","Pt. San Pablo Harbor","1900 Stenmark Drive","Pt. San Pablo","2020-01-14 22:00:00","2020-02-16",37.962284,-122.418807,"2.2895645624044","-43.8009492480499"
"AQY BB-607","San Pablo - Rumrill","Pt. San Pablo Harbor","1900 Stenmark Drive","Pt. San Pablo","2020-02-17 02:00:00","2020-03-02",37.962284,-122.418807,"1.97610066097394","-38.2973023254926"
"AQY BB-607","San Pablo - Rumrill","Pt. San Pablo Harbor","1900 Stenmark Drive","Pt. San Pablo","2020-03-03 02:00:00","2020-03-11",37.962284,-122.418807,"1.90352893106376","-37.5578875432805"
"AQY BB-607","San Pablo - Rumrill","Pt. San Pablo Harbor","1900 Stenmark Drive","Pt. San Pablo","2020-03-12 08:00:00","2020-03-16",37.962284,-122.418807,"1.91167803619833","-39.8077329543828"
"AQY BB-607","San Pablo - Rumrill","Pt. San Pablo Harbor","1900 Stenmark Drive","Pt. San Pablo","2020-03-17 08:00:00","2020-03-26",37.962284,-122.418807,"1.8863628070433","-40.4600099364086"
"AQY BB-607","San Pablo - Rumrill","Pt. San Pablo Harbor","1900 Stenmark Drive","Pt. San Pablo","2020-03-27 22:00:00","2020-04-03",37.962284,-122.418807,"1.86833910126751","-42.7267922119948"
"AQY BB-607","San Pablo - Rumrill","Pt. San Pablo Harbor","1900 Stenmark Drive","Pt. San Pablo","2020-04-04 13:00:00","2020-04-15",37.962284,-122.418807,"2.26140350244088","-59.4522856004392"
"AQY BB-607","San Pablo - Rumrill","Pt. San Pablo Harbor","1900 Stenmark Drive","Pt. San Pablo","2020-04-16 13:00:00","2020-04-27",37.962284,-122.418807,"1.92143766098856","-46.485000037936"
"AQY BB-607","San Pablo - Rumrill","Pt. San Pablo Harbor","1900 Stenmark Drive","Pt. San Pablo","2020-04-28 19:00:00","2020-07-04",37.962284,-122.418807,"1.51832820213342","-30.3743859702706"
"AQY BB-607","San Pablo - Rumrill","Pt. San Pablo Harbor","1900 Stenmark Drive","Pt. San Pablo","2020-07-05 11:00:00","2020-07-18",37.962284,-122.418807,"1.30046851663135","-24.0119131337261"
"AQY BB-607","San Pablo - Rumrill","Pt. San Pablo Harbor","1900 Stenmark Drive","Pt. San Pablo","2020-07-19 11:00:00","2020-07-31",37.962284,-122.418807,"1.38575150307575","-26.8526344348971"
"AQY BB-607","San Pablo - Rumrill","Pt. San Pablo Harbor","1900 Stenmark Drive","Pt. San Pablo","2020-08-01 02:00:00","2020-08-18",37.962284,-122.418807,"1.32656868164689","-24.0027125470303"
"AQY BB-607","San Pablo - Rumrill","Pt. San Pablo Harbor","1900 Stenmark Drive","Pt. San Pablo","2020-08-19 20:00:00","9999-12-31 23:59:59",37.962284,-122.418807,"1.28866688829814","-20.9025866031261"
"AQY BB-609","San Pablo - Rumrill","Residence","1910 Ralston Av","Richmond","2019-12-18 00:00:00","2019-12-24",37.93897,-122.316503,"1","0"
"AQY BB-609","San Pablo - Rumrill","Residence","1910 Ralston Av","Richmond","2019-12-25 10:00:00","2020-02-20",37.93897,-122.316503,"1.23699388647197","-7.71614573990195"
"AQY BB-609","San Pablo - Rumrill","Residence","1910 Ralston Av","Richmond","2020-02-21 13:00:00","2020-04-01",37.93897,-122.316503,"1.15850989972443","-9.90613854109766"
"AQY BB-609","San Pablo - Rumrill","Residence","1910 Ralston Av","Richmond","2020-04-02 11:00:00","2020-04-21",37.93897,-122.316503,"1.2167624843064","-9.57260407650703"
"AQY BB-609","San Pablo - Rumrill","Residence","1910 Ralston Av","Richmond","2020-04-22 12:00:00","2020-06-30",37.93897,-122.316503,"1.06882026845303","-1.8995619805595"
"AQY BB-609","San Pablo - Rumrill","Residence","1910 Ralston Av","Richmond","2020-07-01 21:00:00","2020-07-18",37.93897,-122.316503,"1.07334594084572","-2.61972838882209"
"AQY BB-609","San Pablo - Rumrill","Residence","1910 Ralston Av","Richmond","2020-07-19 20:00:00","2020-08-05",37.93897,-122.316503,"0.9316069919647","0.354467278015687"
"AQY BB-609","San Pablo - Rumrill","Residence","1910 Ralston Av","Richmond","2020-08-06 08:00:00","2020-08-10",37.93897,-122.316503,"0.896358077791739","-0.263460407993477"
"AQY BB-609","San Pablo - Rumrill","Residence","1910 Ralston Av","Richmond","2020-08-11 08:00:00","9999-12-31 23:59:59",37.93897,-122.316503,"0.898889160787789","-0.712006618380332"
"AQY BB-611","San Pablo - Rumrill","Residence","521 2nd St","Richmond","2019-12-05 00:00:00","2019-12-10",37.938903,-122.367769,"1","0"
"AQY BB-611","San Pablo - Rumrill","Residence","521 2nd St","Richmond","2019-12-11 23:00:00","2019-12-15",37.938903,-122.367769,"2.43991242381387","-39.2241215452027"
"AQY BB-611","San Pablo - Rumrill","Residence","521 2nd St","Richmond","2019-12-16 23:00:00","2020-01-15",37.938903,-122.367769,"2.1296028439384","-34.5649870352837"
"AQY BB-611","San Pablo - Rumrill","Residence","521 2nd St","Richmond","2020-01-16 16:00:00","2020-05-31",37.938903,-122.367769,"1.71289337610269","-26.2473785613807"
"AQY BB-611","San Pablo - Rumrill","Residence","521 2nd St","Richmond","2020-06-01 20:00:00","2020-06-25",37.938903,-122.367769,"1.38934569186214","-16.362643857229"
"AQY BB-611","San Pablo - Rumrill","Residence","521 2nd St","Richmond","2020-06-26 02:00:00","2020-06-30",37.938903,-122.367769,"1.47624767830353","-19.1864387372423"
"AQY BB-611","San Pablo - Rumrill","Residence","521 2nd St","Richmond","2020-07-01 02:00:00","2020-07-13",37.938903,-122.367769,"1.43932294247026","-18.4418262707775"
"AQY BB-611","San Pablo - Rumrill","Residence","521 2nd St","Richmond","2020-07-14 14:00:00","2020-07-25",37.938903,-122.367769,"1.42052265716679","-20.2059386854701"
"AQY BB-611","San Pablo - Rumrill","Residence","521 2nd St","Richmond","2020-07-26 21:00:00","9999-12-31 23:59:59",37.938903,-122.367769,"1.5551438928705","-25.3594784267323"
"AQY BB-634","San Pablo - Rumrill","Business","600 Hoffman Blvd","Richmond","2019-12-06 00:00:00","2019-12-12",37.923745,-122.362565,"1","0"
"AQY BB-634","San Pablo - Rumrill","Business","600 Hoffman Blvd","Richmond","2019-12-13 07:00:00","2019-12-30",37.923745,-122.362565,"1.61788659822359","-17.4391718211199"
"AQY BB-634","San Pablo - Rumrill","Business","600 Hoffman Blvd","Richmond","2019-12-31 21:00:00","2020-03-02",37.923745,-122.362565,"1.27471773005782","-9.89896888447687"
"AQY BB-634","San Pablo - Rumrill","Business","600 Hoffman Blvd","Richmond","2020-03-03 02:00:00","2020-04-04",37.923745,-122.362565,"1.20501251542759","-12.0049609784326"
"AQY BB-634","San Pablo - Rumrill","Business","600 Hoffman Blvd","Richmond","2020-04-05 12:00:00","2020-07-17",37.923745,-122.362565,"1.12543704125134","-11.4296589307006"
"AQY BB-634","San Pablo - Rumrill","Business","600 Hoffman Blvd","Richmond","2020-07-18 13:00:00","2020-07-29",37.923745,-122.362565,"1.37438423828692","-16.3285483586104"
"AQY BB-634","San Pablo - Rumrill","Business","600 Hoffman Blvd","Richmond","2020-07-30 13:00:00","9999-12-31 23:59:59",37.923745,-122.362565,"1.18611009014603","-9.88448948708062"
"AQY BB-635","San Pablo - Rumrill","Residence","1761 14th Street ","San Pablo ","2019-12-09 00:00:00","2019-12-12",37.958616,-122.356061,"1","0"
"AQY BB-635","San Pablo - Rumrill","Residence","1761 14th Street ","San Pablo ","2019-12-13 18:00:00","2020-01-20",37.958616,-122.356061,"1.90479119188209","-20.4520962120768"
"AQY BB-635","San Pablo - Rumrill","Residence","1761 14th Street ","San Pablo ","2020-01-21 22:00:00","2020-03-16",37.958616,-122.356061,"1.92287603582","-23.9402968752157"
"AQY BB-635","San Pablo - Rumrill","Residence","1761 14th Street ","San Pablo ","2020-03-17 02:00:00","2020-06-30",37.958616,-122.356061,"1.88583104968049","-25.7328879289607"
"AQY BB-635","San Pablo - Rumrill","Residence","1761 14th Street ","San Pablo ","2020-07-01 07:00:00","2020-08-06",37.958616,-122.356061,"1.93355178432785","-29.112009626078"
"AQY BB-635","San Pablo - Rumrill","Residence","1761 14th Street ","San Pablo ","2020-08-07 07:00:00","9999-12-31 23:59:59",37.958616,-122.356061,"1.84615241699592","-28.0589972364576"
"AQY BB-636","San Pablo - Rumrill","Residence","322 W Richmond Ave","Pt. Richmond","2019-12-05 00:00:00","2019-12-10",37.927338,-122.386987,"1","0"
"AQY BB-636","San Pablo - Rumrill","Residence","322 W Richmond Ave","Pt. Richmond","2019-12-11 23:00:00","2020-01-15",37.927338,-122.386987,"1.42978364199095","-17.3109467993014"
"AQY BB-636","San Pablo - Rumrill","Residence","322 W Richmond Ave","Pt. Richmond","2020-01-16 14:00:00","2020-03-19",37.927338,-122.386987,"1.07940630764335","-9.28318359244132"
"AQY BB-636","San Pablo - Rumrill","Residence","322 W Richmond Ave","Pt. Richmond","2020-03-20 16:00:00","2020-04-03",37.927338,-122.386987,"0.962797487966937","-1.8672953065786"
"AQY BB-636","San Pablo - Rumrill","Residence","322 W Richmond Ave","Pt. Richmond","2020-04-04 10:00:00","2020-04-22",37.927338,-122.386987,"1.14001664964685","-9.17544889660819"
"AQY BB-636","San Pablo - Rumrill","Residence","322 W Richmond Ave","Pt. Richmond","2020-04-23 03:00:00","2020-06-29",37.927338,-122.386987,"1.10933088699873","-6.54794264062209"
"AQY BB-636","San Pablo - Rumrill","Residence","322 W Richmond Ave","Pt. Richmond","2020-06-30 17:00:00","2020-07-04",37.927338,-122.386987,"1.10612969667639","-8.33460693647569"
"AQY BB-636","San Pablo - Rumrill","Residence","322 W Richmond Ave","Pt. Richmond","2020-07-05 17:00:00","2020-07-13",37.927338,-122.386987,"1.02278106977463","-6.58353733673321"
"AQY BB-636","San Pablo - Rumrill","Residence","322 W Richmond Ave","Pt. Richmond","2020-07-14 12:00:00","2020-07-23",37.927338,-122.386987,"0.955531665682183","-5.86874248770301"
