"","lat","lon","modality","units","O3_cal","O3","reg_site","timestamp"
"31719",37.74306,-122.1699,"OZONE","PPB",34,36.1,"San Leandro",2020-01-17 16:00:00
"31720",37.9383,-122.025,"OZONE","PPB",38,39.1,"Concord",2020-01-17 16:00:00
"31721",37.9722,-122.5189,"OZONE","PPB",35,36.6,"San Rafael",2020-01-17 16:00:00
"31722",37.7658,-122.3978,"OZONE","PPB",34,37.9,"San Francisco",2020-01-17 16:00:00
"31723",37.9604,-122.3571,"OZONE","PPB",35,36.6,"San Pablo",2020-01-17 16:00:00
"31724",37.86477,-122.3027,"OZONE","PPB",34,36.6,"Berkeley",2020-01-17 16:00:00
"31725",37.8148,-122.2824,"OZONE","PPB",33,35.5,"Oakland",2020-01-17 16:00:00
"31726",38.10251,-122.238,"OZONE","PPB",32,34.9,"Vallejo",2020-01-17 16:00:00
"31727",37.74306,-122.1699,"OZONE","PPB",34,35.8,"San Leandro",2020-01-17 16:00:00
"31728",37.9383,-122.025,"OZONE","PPB",38,38.7,"Concord",2020-01-17 16:00:00
"31729",37.9722,-122.5189,"OZONE","PPB",35,35,"San Rafael",2020-01-17 16:00:00
"31730",37.7658,-122.3978,"OZONE","PPB",34,34,"San Francisco",2020-01-17 16:00:00
"31731",37.9604,-122.3571,"OZONE","PPB",34,36.1,"San Pablo",2020-01-17 16:00:00
"31732",37.86477,-122.3027,"OZONE","PPB",33,34.7,"Berkeley",2020-01-17 16:00:00
"31733",37.8148,-122.2824,"OZONE","PPB",31,31,"Oakland",2020-01-17 16:00:00
"31734",38.10251,-122.238,"OZONE","PPB",31,31,"Vallejo",2020-01-17 16:00:00
"31735",37.74306,-122.1699,"OZONE","PPB",33,33,"San Leandro",2020-01-17 16:00:00
"31736",37.9383,-122.025,"OZONE","PPB",37,37.5,"Concord",2020-01-17 16:00:00
"31737",37.9722,-122.5189,"OZONE","PPB",35,37.3,"San Rafael",2020-01-17 16:00:00
"31738",37.7658,-122.3978,"OZONE","PPB",33,34.6,"San Francisco",2020-01-17 16:00:00
"31739",37.9604,-122.3571,"OZONE","PPB",33,33,"San Pablo",2020-01-17 16:00:00
"31740",37.86477,-122.3027,"OZONE","PPB",31,31,"Berkeley",2020-01-17 16:00:00
"31741",37.8148,-122.2824,"OZONE","PPB",28,34,"Oakland",2020-01-17 16:00:00
"31742",38.10251,-122.238,"OZONE","PPB",29,28.9,"Vallejo",2020-01-17 16:00:00
"31743",37.74306,-122.1699,"OZONE","PPB",30,35.2,"San Leandro",2020-01-17 16:00:00
"31744",37.9383,-122.025,"OZONE","PPB",33,33,"Concord",2020-01-17 16:00:00
"31745",37.9722,-122.5189,"OZONE","PPB",33,37.6,"San Rafael",2020-01-17 16:00:00
"31746",37.7658,-122.3978,"OZONE","PPB",32,33.9,"San Francisco",2020-01-17 16:00:00
"31747",37.9604,-122.3571,"OZONE","PPB",32,35.7,"San Pablo",2020-01-17 16:00:00
"31748",37.86477,-122.3027,"OZONE","PPB",29,34.8,"Berkeley",2020-01-17 16:00:00
"31749",37.8148,-122.2824,"OZONE","PPB",25,33.9,"Oakland",2020-01-17 16:00:00
"31750",38.10251,-122.238,"OZONE","PPB",24,27.8,"Vallejo",2020-01-17 16:00:00
"31751",37.74306,-122.1699,"OZONE","PPB",27,34.8,"San Leandro",2020-01-17 16:00:00
"31752",37.9383,-122.025,"OZONE","PPB",29,38.4,"Concord",2020-01-17 16:00:00
"31753",37.9722,-122.5189,"OZONE","PPB",32,36.4,"San Rafael",2020-01-17 16:00:00
"31754",37.7658,-122.3978,"OZONE","PPB",30,29.9,"San Francisco",2020-01-17 16:00:00
"31755",37.9604,-122.3571,"OZONE","PPB",30,32.9,"San Pablo",2020-01-17 16:00:00
"31756",37.86477,-122.3027,"OZONE","PPB",27,32,"Berkeley",2020-01-17 16:00:00
"31757",37.8148,-122.2824,"OZONE","PPB",22,29,"Oakland",2020-01-17 16:00:00
"31758",38.10251,-122.238,"OZONE","PPB",20,27.5,"Vallejo",2020-01-17 16:00:00
"31759",37.74306,-122.1699,"OZONE","PPB",24,31.7,"San Leandro",2020-01-17 16:00:00
"31760",37.9383,-122.025,"OZONE","PPB",25,38,"Concord",2020-01-17 16:00:00
"31761",37.9722,-122.5189,"OZONE","PPB",31,33.2,"San Rafael",2020-01-17 16:00:00
"31762",37.7658,-122.3978,"OZONE","PPB",29,32.7,"San Francisco",2020-01-17 16:00:00
"31763",37.9604,-122.3571,"OZONE","PPB",26,30.4,"San Pablo",2020-01-17 16:00:00
"31764",37.86477,-122.3027,"OZONE","PPB",24,25.8,"Berkeley",2020-01-17 16:00:00
"31765",37.8148,-122.2824,"OZONE","PPB",22,17.8,"Oakland",2020-01-17 16:00:00
"31766",38.10251,-122.238,"OZONE","PPB",18,29.7,"Vallejo",2020-01-17 16:00:00
"31767",37.74306,-122.1699,"OZONE","PPB",23,24.9,"San Leandro",2020-01-17 16:00:00
"31768",37.9383,-122.025,"OZONE","PPB",22,34.6,"Concord",2020-01-17 16:00:00
"31769",37.9722,-122.5189,"OZONE","PPB",30,28.7,"San Rafael",2020-01-17 16:00:00
"31770",37.7658,-122.3978,"OZONE","PPB",28,29.1,"San Francisco",2020-01-17 16:00:00
"31771",37.9604,-122.3571,"OZONE","PPB",24,27.7,"San Pablo",2020-01-17 16:00:00
"31772",37.86477,-122.3027,"OZONE","PPB",23,22.5,"Berkeley",2020-01-17 16:00:00
"31773",37.8148,-122.2824,"OZONE","PPB",21,14.2,"Oakland",2020-01-17 16:00:00
"31774",38.10251,-122.238,"OZONE","PPB",16,22.4,"Vallejo",2020-01-17 16:00:00
"31775",37.74306,-122.1699,"OZONE","PPB",20,16.1,"San Leandro",2020-01-17 16:00:00
"31776",37.9383,-122.025,"OZONE","PPB",21,10.7,"Concord",2020-01-17 16:00:00
"31777",37.9722,-122.5189,"OZONE","PPB",29,27.3,"San Rafael",2020-01-17 16:00:00
"31778",37.7658,-122.3978,"OZONE","PPB",28,27.8,"San Francisco",2020-01-17 16:00:00
"31779",37.9604,-122.3571,"OZONE","PPB",23,27.4,"San Pablo",2020-01-17 16:00:00
"31780",37.86477,-122.3027,"OZONE","PPB",21,22.5,"Berkeley",2020-01-17 16:00:00
"31781",37.8148,-122.2824,"OZONE","PPB",20,13.7,"Oakland",2020-01-17 16:00:00
"31782",38.10251,-122.238,"OZONE","PPB",13,3.6,"Vallejo",2020-01-17 16:00:00
"31783",37.74306,-122.1699,"OZONE","PPB",19,11.9,"San Leandro",2020-01-17 16:00:00
"31784",37.9383,-122.025,"OZONE","PPB",19,8.4,"Concord",2020-01-17 16:00:00
"31785",37.9722,-122.5189,"OZONE","PPB",28,25.3,"San Rafael",2020-01-17 16:00:00
"31786",37.7658,-122.3978,"OZONE","PPB",29,27.9,"San Francisco",2020-01-17 16:00:00
"31787",37.9604,-122.3571,"OZONE","PPB",22,23.9,"San Pablo",2020-01-17 16:00:00
"31788",37.86477,-122.3027,"OZONE","PPB",19,20.8,"Berkeley",2020-01-17 16:00:00
"31789",37.8148,-122.2824,"OZONE","PPB",20,16,"Oakland",2020-01-17 16:00:00
"31790",38.10251,-122.238,"OZONE","PPB",12,2.8,"Vallejo",2020-01-17 16:00:00
"31791",37.74306,-122.1699,"OZONE","PPB",19,15.8,"San Leandro",2020-01-17 16:00:00
"31792",37.9383,-122.025,"OZONE","PPB",17,12.1,"Concord",2020-01-17 16:00:00
"31793",37.9722,-122.5189,"OZONE","PPB",26,27.2,"San Rafael",2020-01-17 16:00:00
"31794",37.7658,-122.3978,"OZONE","PPB",30,23.7,"San Francisco",2020-01-17 16:00:00
"31795",37.9604,-122.3571,"OZONE","PPB",22,9.6,"San Pablo",2020-01-17 16:00:00
"31796",37.86477,-122.3027,"OZONE","PPB",18,16.4,"Berkeley",2020-01-17 16:00:00
"31797",37.8148,-122.2824,"OZONE","PPB",21,24.3,"Oakland",2020-01-17 16:00:00
"31798",38.10251,-122.238,"OZONE","PPB",11,6.8,"Vallejo",2020-01-17 16:00:00
"31799",37.74306,-122.1699,"OZONE","PPB",19,14.9,"San Leandro",2020-01-17 16:00:00
"31800",37.9383,-122.025,"OZONE","PPB",17,17,"Concord",2020-01-17 16:00:00
"31801",37.9722,-122.5189,"OZONE","PPB",26,31.1,"San Rafael",2020-01-17 16:00:00
"31802",37.7658,-122.3978,"OZONE","PPB",30,25.8,"San Francisco",2020-01-17 16:00:00
"31803",37.9604,-122.3571,"OZONE","PPB",20,12.3,"San Pablo",2020-01-17 16:00:00
"31804",37.86477,-122.3027,"OZONE","PPB",17,16.8,"Berkeley",2020-01-17 16:00:00
"31805",37.8148,-122.2824,"OZONE","PPB",22,25.7,"Oakland",2020-01-17 16:00:00
"31806",38.10251,-122.238,"OZONE","PPB",10,10.3,"Vallejo",2020-01-17 16:00:00
"31807",37.74306,-122.1699,"OZONE","PPB",21,13.3,"San Leandro",2020-01-17 16:00:00
"31808",37.9383,-122.025,"OZONE","PPB",20,14.7,"Concord",2020-01-17 16:00:00
"31809",37.9722,-122.5189,"OZONE","PPB",26,29.5,"San Rafael",2020-01-17 16:00:00
"31810",37.7658,-122.3978,"OZONE","PPB",31,31.9,"San Francisco",2020-01-17 16:00:00
"31811",37.9604,-122.3571,"OZONE","PPB",19,22.3,"San Pablo",2020-01-17 16:00:00
"31812",37.86477,-122.3027,"OZONE","PPB",17,16.2,"Berkeley",2020-01-17 16:00:00
"31813",37.8148,-122.2824,"OZONE","PPB",24,24.5,"Oakland",2020-01-17 16:00:00
"31814",38.10251,-122.238,"OZONE","PPB",11,8.2,"Vallejo",2020-01-17 16:00:00
"31815",37.74306,-122.1699,"OZONE","PPB",22,25.7,"San Leandro",2020-01-17 16:00:00
"31816",37.9383,-122.025,"OZONE","PPB",23,19.2,"Concord",2020-01-17 16:00:00
"31817",37.9722,-122.5189,"OZONE","PPB",25,27.2,"San Rafael",2020-01-17 16:00:00
"31818",37.7658,-122.3978,"OZONE","PPB",32,37.6,"San Francisco",2020-01-17 16:00:00
"31819",37.9604,-122.3571,"OZONE","PPB",19,27.8,"San Pablo",2020-01-17 16:00:00
"31820",37.86477,-122.3027,"OZONE","PPB",16,16.8,"Berkeley",2020-01-17 16:00:00
"31821",37.8148,-122.2824,"OZONE","PPB",24,28.4,"Oakland",2020-01-17 16:00:00
"31822",38.10251,-122.238,"OZONE","PPB",12,18.6,"Vallejo",2020-01-17 16:00:00
"31823",37.74306,-122.1699,"OZONE","PPB",23,29.8,"San Leandro",2020-01-17 16:00:00
"31824",37.9383,-122.025,"OZONE","PPB",25,25.9,"Concord",2020-01-17 16:00:00
"31825",37.9722,-122.5189,"OZONE","PPB",23,17.4,"San Rafael",2020-01-17 16:00:00
"31826",37.7658,-122.3978,"OZONE","PPB",31,37.3,"San Francisco",2020-01-17 16:00:00
"31827",37.9604,-122.3571,"OZONE","PPB",19,25.2,"San Pablo",2020-01-17 16:00:00
"31828",37.86477,-122.3027,"OZONE","PPB",16,16.3,"Berkeley",2020-01-17 16:00:00
"31829",37.8148,-122.2824,"OZONE","PPB",24,24.6,"Oakland",2020-01-17 16:00:00
"31830",38.10251,-122.238,"OZONE","PPB",16,19.9,"Vallejo",2020-01-17 16:00:00
"31831",37.74306,-122.1699,"OZONE","PPB",25,31.5,"San Leandro",2020-01-17 16:00:00
"31832",37.9383,-122.025,"OZONE","PPB",28,30.5,"Concord",2020-01-17 16:00:00
"31833",37.9722,-122.5189,"OZONE","PPB",20,24.5,"San Rafael",2020-01-17 16:00:00
"31834",37.7658,-122.3978,"OZONE","PPB",30,34.3,"San Francisco",2020-01-17 16:00:00
"31835",37.9604,-122.3571,"OZONE","PPB",19,19.2,"San Pablo",2020-01-17 16:00:00
"31836",37.86477,-122.3027,"OZONE","PPB",17,18,"Berkeley",2020-01-17 16:00:00
"31837",37.8148,-122.2824,"OZONE","PPB",23,23.7,"Oakland",2020-01-17 16:00:00
"31838",37.74306,-122.1699,"OZONE","PPB",25,26.3,"San Leandro",2020-01-17 16:00:00
"31839",37.9383,-122.025,"OZONE","PPB",28,35.4,"Concord",2020-01-17 16:00:00
"31840",37.9722,-122.5189,"OZONE","PPB",17,27.8,"San Rafael",2020-01-17 16:00:00
"31841",37.7658,-122.3978,"OZONE","PPB",27,34.5,"San Francisco",2020-01-17 16:00:00
"31842",37.9604,-122.3571,"OZONE","PPB",18,18.9,"San Pablo",2020-01-17 16:00:00
"31843",37.86477,-122.3027,"OZONE","PPB",16,17.3,"Berkeley",2020-01-17 16:00:00
"31844",37.8148,-122.2824,"OZONE","PPB",21,25.7,"Oakland",2020-01-17 16:00:00
"31845",37.74306,-122.1699,"OZONE","PPB",23,20,"San Leandro",2020-01-17 16:00:00
"31846",37.9383,-122.025,"OZONE","PPB",27,32.7,"Concord",2020-01-17 16:00:00
"31847",37.9722,-122.5189,"OZONE","PPB",14,18.3,"San Rafael",2020-01-17 16:00:00
"31848",37.7658,-122.3978,"OZONE","PPB",23,31.4,"San Francisco",2020-01-17 16:00:00
"31849",37.9604,-122.3571,"OZONE","PPB",15,16.8,"San Pablo",2020-01-17 16:00:00
"31850",37.86477,-122.3027,"OZONE","PPB",14,17.7,"Berkeley",2020-01-17 16:00:00
"31851",37.8148,-122.2824,"OZONE","PPB",18,22.2,"Oakland",2020-01-17 16:00:00
"31852",37.74306,-122.1699,"OZONE","PPB",20,28.8,"San Leandro",2020-01-17 16:00:00
"31853",37.9383,-122.025,"OZONE","PPB",24,30.4,"Concord",2020-01-17 16:00:00
"31854",37.9722,-122.5189,"OZONE","PPB",12,12.1,"San Rafael",2020-01-17 16:00:00
"31855",37.7658,-122.3978,"OZONE","PPB",19,19.8,"San Francisco",2020-01-17 16:00:00
"31856",37.9604,-122.3571,"OZONE","PPB",12,15.3,"San Pablo",2020-01-17 16:00:00
"31857",37.86477,-122.3027,"OZONE","PPB",12,14.2,"Berkeley",2020-01-17 16:00:00
"31858",37.8148,-122.2824,"OZONE","PPB",15,15,"Oakland",2020-01-17 16:00:00
"31859",37.74306,-122.1699,"OZONE","PPB",16,25.4,"San Leandro",2020-01-17 16:00:00
"31860",37.9383,-122.025,"OZONE","PPB",20,35.7,"Concord",2020-01-17 16:00:00
"31861",37.9722,-122.5189,"OZONE","PPB",9,8.5,"San Rafael",2020-01-17 16:00:00
"31862",37.7658,-122.3978,"OZONE","PPB",15,15.7,"San Francisco",2020-01-17 16:00:00
"31863",37.9604,-122.3571,"OZONE","PPB",10,12.8,"San Pablo",2020-01-17 16:00:00
"31864",37.86477,-122.3027,"OZONE","PPB",10,21.1,"Berkeley",2020-01-17 16:00:00
"31865",37.8148,-122.2824,"OZONE","PPB",12,15.9,"Oakland",2020-01-17 16:00:00
"31866",37.74306,-122.1699,"OZONE","PPB",13,19.7,"San Leandro",2020-01-17 16:00:00
"31867",37.9383,-122.025,"OZONE","PPB",16,19,"Concord",2020-01-17 16:00:00
"31868",37.9722,-122.5189,"OZONE","PPB",6,5.5,"San Rafael",2020-01-17 16:00:00
"31869",37.7658,-122.3978,"OZONE","PPB",11,11.4,"San Francisco",2020-01-17 16:00:00
"31870",37.9604,-122.3571,"OZONE","PPB",8,9.2,"San Pablo",2020-01-17 16:00:00
"31871",37.86477,-122.3027,"OZONE","PPB",8,9.5,"Berkeley",2020-01-17 16:00:00
"31872",37.8148,-122.2824,"OZONE","PPB",8,12.3,"Oakland",2020-01-17 16:00:00
"31873",38.10251,-122.238,"OZONE","PPB",0,0,"Vallejo",2020-01-17 16:00:00
"31874",37.74306,-122.1699,"OZONE","PPB",11,7.8,"San Leandro",2020-01-17 16:00:00
"31875",37.9383,-122.025,"OZONE","PPB",12,7.9,"Concord",2020-01-17 16:00:00
"31876",37.9722,-122.5189,"OZONE","PPB",3,1.3,"San Rafael",2020-01-17 16:00:00
"31877",37.7658,-122.3978,"OZONE","PPB",7,5,"San Francisco",2020-01-17 16:00:00
"31878",37.9604,-122.3571,"OZONE","PPB",7,3.4,"San Pablo",2020-01-17 16:00:00
"31879",37.86477,-122.3027,"OZONE","PPB",8,3.2,"Berkeley",2020-01-17 16:00:00
"31880",37.8148,-122.2824,"OZONE","PPB",6,4.9,"Oakland",2020-01-17 16:00:00
"31881",38.10251,-122.238,"OZONE","PPB",0,0,"Vallejo",2020-01-17 16:00:00
"31882",37.74306,-122.1699,"OZONE","PPB",8,2.4,"San Leandro",2020-01-17 16:00:00
"31883",37.9383,-122.025,"OZONE","PPB",9,2.7,"Concord",2020-01-17 16:00:00
"31884",37.9722,-122.5189,"OZONE","PPB",2,0.6,"San Rafael",2020-01-16 16:00:00
"31885",37.7658,-122.3978,"OZONE","PPB",6,2.8,"San Francisco",2020-01-16 16:00:00
"31886",37.9604,-122.3571,"OZONE","PPB",6,2.4,"San Pablo",2020-01-16 16:00:00
"31887",37.86477,-122.3027,"OZONE","PPB",7,0.8,"Berkeley",2020-01-16 16:00:00
"31888",37.8148,-122.2824,"OZONE","PPB",6,3.4,"Oakland",2020-01-16 16:00:00
"31889",38.10251,-122.238,"OZONE","PPB",0,0.8,"Vallejo",2020-01-16 16:00:00
"31890",37.74306,-122.1699,"OZONE","PPB",5,1.1,"San Leandro",2020-01-16 16:00:00
"31891",37.9383,-122.025,"OZONE","PPB",6,0.1,"Concord",2020-01-16 16:00:00
"31892",37.9722,-122.5189,"OZONE","PPB",1,0.8,"San Rafael",2020-01-16 16:00:00
"31893",37.7658,-122.3978,"OZONE","PPB",6,2.4,"San Francisco",2020-01-16 16:00:00
"31894",37.9604,-122.3571,"OZONE","PPB",5,3.4,"San Pablo",2020-01-16 16:00:00
"31895",37.86477,-122.3027,"OZONE","PPB",5,0.7,"Berkeley",2020-01-16 16:00:00
"31896",37.8148,-122.2824,"OZONE","PPB",4,0.8,"Oakland",2020-01-16 16:00:00
"31897",38.10251,-122.238,"OZONE","PPB",0,0.8,"Vallejo",2020-01-16 16:00:00
"31898",37.74306,-122.1699,"OZONE","PPB",4,1.5,"San Leandro",2020-01-16 16:00:00
"31899",37.9383,-122.025,"OZONE","PPB",4,-0.2,"Concord",2020-01-16 16:00:00
"31900",37.9722,-122.5189,"OZONE","PPB",1,1,"San Rafael",2020-01-16 16:00:00
"31901",37.7658,-122.3978,"OZONE","PPB",7,2.5,"San Francisco",2020-01-16 16:00:00
"31902",37.9604,-122.3571,"OZONE","PPB",4,4.5,"San Pablo",2020-01-16 16:00:00
"31903",37.86477,-122.3027,"OZONE","PPB",3,4.7,"Berkeley",2020-01-16 16:00:00
"31904",37.8148,-122.2824,"OZONE","PPB",2,0.9,"Oakland",2020-01-16 16:00:00
"31905",38.10251,-122.238,"OZONE","PPB",0,0.8,"Vallejo",2020-01-16 16:00:00
"31906",37.74306,-122.1699,"OZONE","PPB",4,3.7,"San Leandro",2020-01-16 16:00:00
"31907",37.9383,-122.025,"OZONE","PPB",5,0.8,"Concord",2020-01-16 16:00:00
"31908",37.9722,-122.5189,"OZONE","PPB",2,1.5,"San Rafael",2020-01-16 16:00:00
"31909",37.7658,-122.3978,"OZONE","PPB",9,3.4,"San Francisco",2020-01-16 16:00:00
"31910",37.9604,-122.3571,"OZONE","PPB",5,5.5,"San Pablo",2020-01-16 16:00:00
"31911",37.86477,-122.3027,"OZONE","PPB",3,10.5,"Berkeley",2020-01-16 16:00:00
"31912",37.8148,-122.2824,"OZONE","PPB",2,7.7,"Oakland",2020-01-16 16:00:00
"31913",38.10251,-122.238,"OZONE","PPB",1,1.1,"Vallejo",2020-01-16 16:00:00
"31914",37.74306,-122.1699,"OZONE","PPB",4,5.2,"San Leandro",2020-01-16 16:00:00
"31915",37.9383,-122.025,"OZONE","PPB",7,9.7,"Concord",2020-01-16 16:00:00
"31916",37.9722,-122.5189,"OZONE","PPB",4,4,"San Rafael",2020-01-16 16:00:00
"31917",37.7658,-122.3978,"OZONE","PPB",13,13,"San Francisco",2020-01-16 16:00:00
"31918",37.9604,-122.3571,"OZONE","PPB",5,7.2,"San Pablo",2020-01-16 16:00:00
"31919",37.86477,-122.3027,"OZONE","PPB",3,5.7,"Berkeley",2020-01-16 16:00:00
"31920",37.8148,-122.2824,"OZONE","PPB",1,1,"Oakland",2020-01-16 16:00:00
"31921",38.10251,-122.238,"OZONE","PPB",5,5,"Vallejo",2020-01-16 16:00:00
"31922",37.74306,-122.1699,"OZONE","PPB",4,4,"San Leandro",2020-01-16 16:00:00
"31923",37.9383,-122.025,"OZONE","PPB",9,10.3,"Concord",2020-01-16 16:00:00
"31924",37.9722,-122.5189,"OZONE","PPB",6,3,"San Rafael",2020-01-16 16:00:00
"31925",37.7658,-122.3978,"OZONE","PPB",16,16.1,"San Francisco",2020-01-16 16:00:00
"31926",37.9604,-122.3571,"OZONE","PPB",5,5,"San Pablo",2020-01-16 16:00:00
"31927",37.86477,-122.3027,"OZONE","PPB",3,3,"Berkeley",2020-01-16 16:00:00
"31928",37.8148,-122.2824,"OZONE","PPB",2,1.1,"Oakland",2020-01-16 16:00:00
"31929",38.10251,-122.238,"OZONE","PPB",9,1.3,"Vallejo",2020-01-16 16:00:00
"31930",37.74306,-122.1699,"OZONE","PPB",5,7.5,"San Leandro",2020-01-16 16:00:00
"31931",37.9383,-122.025,"OZONE","PPB",12,12,"Concord",2020-01-16 16:00:00
"31932",37.9722,-122.5189,"OZONE","PPB",9,4.4,"San Rafael",2020-01-16 16:00:00
"31933",37.7658,-122.3978,"OZONE","PPB",20,19.6,"San Francisco",2020-01-16 16:00:00
"31934",37.9604,-122.3571,"OZONE","PPB",6,8.3,"San Pablo",2020-01-16 16:00:00
"31935",37.86477,-122.3027,"OZONE","PPB",3,1,"Berkeley",2020-01-16 16:00:00
"31936",37.8148,-122.2824,"OZONE","PPB",2,1,"Oakland",2020-01-16 16:00:00
"31937",38.10251,-122.238,"OZONE","PPB",10,0.7,"Vallejo",2020-01-16 16:00:00
"31938",37.74306,-122.1699,"OZONE","PPB",4,7.6,"San Leandro",2020-01-16 16:00:00
"31939",37.9383,-122.025,"OZONE","PPB",15,16.4,"Concord",2020-01-16 16:00:00
"31940",37.9722,-122.5189,"OZONE","PPB",12,9.2,"San Rafael",2020-01-16 16:00:00
"31941",37.7658,-122.3978,"OZONE","PPB",23,22.8,"San Francisco",2020-01-16 16:00:00
"31942",37.9604,-122.3571,"OZONE","PPB",8,6.4,"San Pablo",2020-01-16 16:00:00
"31943",37.86477,-122.3027,"OZONE","PPB",4,0.4,"Berkeley",2020-01-16 16:00:00
"31944",37.8148,-122.2824,"OZONE","PPB",2,1,"Oakland",2020-01-16 16:00:00
"31945",38.10251,-122.238,"OZONE","PPB",13,6.5,"Vallejo",2020-01-16 16:00:00
"31946",37.74306,-122.1699,"OZONE","PPB",4,3.9,"San Leandro",2020-01-16 16:00:00
"31947",37.9383,-122.025,"OZONE","PPB",16,14.7,"Concord",2020-01-16 16:00:00
"31948",37.9722,-122.5189,"OZONE","PPB",13,11.2,"San Rafael",2020-01-16 16:00:00
"31949",37.7658,-122.3978,"OZONE","PPB",24,26,"San Francisco",2020-01-16 16:00:00
"31950",37.9604,-122.3571,"OZONE","PPB",11,1.4,"San Pablo",2020-01-16 16:00:00
"31951",37.86477,-122.3027,"OZONE","PPB",5,0.8,"Berkeley",2020-01-16 16:00:00
"31952",37.8148,-122.2824,"OZONE","PPB",4,1.1,"Oakland",2020-01-16 16:00:00
"31953",38.10251,-122.238,"OZONE","PPB",15,25.5,"Vallejo",2020-01-16 16:00:00
"31954",37.74306,-122.1699,"OZONE","PPB",6,5.1,"San Leandro",2020-01-16 16:00:00
"31955",37.9383,-122.025,"OZONE","PPB",17,16.7,"Concord",2020-01-16 16:00:00
"31956",37.9722,-122.5189,"OZONE","PPB",16,13,"San Rafael",2020-01-16 16:00:00
"31957",37.7658,-122.3978,"OZONE","PPB",27,26.1,"San Francisco",2020-01-16 16:00:00
"31958",37.9604,-122.3571,"OZONE","PPB",13,3.4,"San Pablo",2020-01-16 16:00:00
"31959",37.86477,-122.3027,"OZONE","PPB",7,2.5,"Berkeley",2020-01-16 16:00:00
"31960",37.8148,-122.2824,"OZONE","PPB",7,1.2,"Oakland",2020-01-16 16:00:00
"31961",38.10251,-122.238,"OZONE","PPB",18,31.5,"Vallejo",2020-01-16 16:00:00
"31962",37.74306,-122.1699,"OZONE","PPB",7,2.4,"San Leandro",2020-01-16 16:00:00
"31963",37.9383,-122.025,"OZONE","PPB",17,18.6,"Concord",2020-01-16 16:00:00
"31964",37.9722,-122.5189,"OZONE","PPB",19,25.5,"San Rafael",2020-01-16 16:00:00
"31965",37.7658,-122.3978,"OZONE","PPB",28,26.4,"San Francisco",2020-01-16 16:00:00
"31966",37.9604,-122.3571,"OZONE","PPB",16,9.8,"San Pablo",2020-01-16 16:00:00
"31967",37.86477,-122.3027,"OZONE","PPB",10,5.1,"Berkeley",2020-01-16 16:00:00
"31968",37.8148,-122.2824,"OZONE","PPB",11,2,"Oakland",2020-01-16 16:00:00
"31969",38.10251,-122.238,"OZONE","PPB",23,7,"Vallejo",2020-01-16 16:00:00
"31970",37.74306,-122.1699,"OZONE","PPB",10,2.7,"San Leandro",2020-01-16 16:00:00
"31971",37.9383,-122.025,"OZONE","PPB",19,18.9,"Concord",2020-01-16 16:00:00
"31972",37.9722,-122.5189,"OZONE","PPB",22,23.6,"San Rafael",2020-01-16 16:00:00
"31973",37.7658,-122.3978,"OZONE","PPB",30,30.7,"San Francisco",2020-01-16 16:00:00
"31974",37.9604,-122.3571,"OZONE","PPB",19,23.8,"San Pablo",2020-01-16 16:00:00
"31975",37.86477,-122.3027,"OZONE","PPB",14,15.6,"Berkeley",2020-01-16 16:00:00
"31976",37.8148,-122.2824,"OZONE","PPB",14,10.8,"Oakland",2020-01-16 16:00:00
"31977",38.10251,-122.238,"OZONE","PPB",26,18.9,"Vallejo",2020-01-16 16:00:00
"31978",37.74306,-122.1699,"OZONE","PPB",14,4.1,"San Leandro",2020-01-16 16:00:00
"31979",37.9383,-122.025,"OZONE","PPB",21,19.9,"Concord",2020-01-16 16:00:00
"31980",37.9722,-122.5189,"OZONE","PPB",25,20.8,"San Rafael",2020-01-16 16:00:00
"31981",37.7658,-122.3978,"OZONE","PPB",31,32.1,"San Francisco",2020-01-16 16:00:00
"31982",37.9604,-122.3571,"OZONE","PPB",24,24.2,"San Pablo",2020-01-16 16:00:00
"31983",37.86477,-122.3027,"OZONE","PPB",17,16.1,"Berkeley",2020-01-16 16:00:00
"31984",37.8148,-122.2824,"OZONE","PPB",18,19.6,"Oakland",2020-01-16 16:00:00
"31985",38.10251,-122.238,"OZONE","PPB",28,29.7,"Vallejo",2020-01-16 16:00:00
"31986",37.74306,-122.1699,"OZONE","PPB",17,16.5,"San Leandro",2020-01-16 16:00:00
"31987",37.9383,-122.025,"OZONE","PPB",24,14.4,"Concord",2020-01-16 16:00:00
"31988",37.9722,-122.5189,"OZONE","PPB",27,26.3,"San Rafael",2020-01-16 16:00:00
"31989",37.7658,-122.3978,"OZONE","PPB",32,32.7,"San Francisco",2020-01-16 16:00:00
"31990",37.9604,-122.3571,"OZONE","PPB",28,28.4,"San Pablo",2020-01-16 16:00:00
"31991",37.86477,-122.3027,"OZONE","PPB",21,20.3,"Berkeley",2020-01-16 16:00:00
"31992",37.8148,-122.2824,"OZONE","PPB",22,25.3,"Oakland",2020-01-16 16:00:00
"31993",38.10251,-122.238,"OZONE","PPB",29,30.5,"Vallejo",2020-01-16 16:00:00
"31994",37.74306,-122.1699,"OZONE","PPB",21,20,"San Leandro",2020-01-16 16:00:00
"31995",37.9383,-122.025,"OZONE","PPB",26,20.9,"Concord",2020-01-16 16:00:00
"31996",37.9722,-122.5189,"OZONE","PPB",28,28.9,"San Rafael",2020-01-16 16:00:00
