"","lat","lon","modality","units","O3_cal","O3","reg_site","timestamp"
"9019",38.10251,-122.238,"OZONE","PPB",28,31.8,"Vallejo",2020-05-15 14:00:00
"9020",37.74306,-122.1699,"OZONE","PPB",24,36.2,"San Leandro",2020-05-15 14:00:00
"9021",37.9383,-122.025,"OZONE","PPB",26,28.7,"Concord",2020-05-15 14:00:00
"9022",37.9722,-122.5189,"OZONE","PPB",16,22.2,"San Rafael",2020-05-15 13:00:00
"9023",37.7658,-122.3978,"OZONE","PPB",30,30.6,"San Francisco",2020-05-15 13:00:00
"9024",37.9604,-122.3571,"OZONE","PPB",26,30,"San Pablo",2020-05-15 13:00:00
"9025",37.86477,-122.3027,"OZONE","PPB",17,16.7,"Berkeley",2020-05-15 13:00:00
"9026",37.8148,-122.2824,"OZONE","PPB",26,29.7,"Oakland",2020-05-15 13:00:00
"9027",38.10251,-122.238,"OZONE","PPB",26,27.3,"Vallejo",2020-05-15 13:00:00
"9028",37.74306,-122.1699,"OZONE","PPB",21,25.8,"San Leandro",2020-05-15 13:00:00
"9029",37.9383,-122.025,"OZONE","PPB",24,22.3,"Concord",2020-05-15 13:00:00
"9030",37.9722,-122.5189,"OZONE","PPB",14,13.6,"San Rafael",2020-05-15 12:00:00
"9031",37.7658,-122.3978,"OZONE","PPB",29,27.7,"San Francisco",2020-05-15 12:00:00
"9032",37.9604,-122.3571,"OZONE","PPB",24,21.5,"San Pablo",2020-05-15 12:00:00
"9033",37.86477,-122.3027,"OZONE","PPB",16,16.3,"Berkeley",2020-05-15 12:00:00
"9034",37.8148,-122.2824,"OZONE","PPB",24,24.4,"Oakland",2020-05-15 12:00:00
"9035",38.10251,-122.238,"OZONE","PPB",25,25,"Vallejo",2020-05-15 12:00:00
"9036",37.74306,-122.1699,"OZONE","PPB",19,15.7,"San Leandro",2020-05-15 12:00:00
"9037",37.9383,-122.025,"OZONE","PPB",23,20.8,"Concord",2020-05-15 12:00:00
"9038",37.9722,-122.5189,"OZONE","PPB",10,3.8,"San Rafael",2020-05-15 11:00:00
"9039",37.7658,-122.3978,"OZONE","PPB",27,27,"San Francisco",2020-05-15 11:00:00
"9040",37.9604,-122.3571,"OZONE","PPB",23,23.3,"San Pablo",2020-05-15 11:00:00
"9041",37.86477,-122.3027,"OZONE","PPB",15,13,"Berkeley",2020-05-15 11:00:00
"9042",37.8148,-122.2824,"OZONE","PPB",22,21.6,"Oakland",2020-05-15 11:00:00
"9043",38.10251,-122.238,"OZONE","PPB",23,20,"Vallejo",2020-05-15 11:00:00
"9044",37.74306,-122.1699,"OZONE","PPB",15,7.1,"San Leandro",2020-05-15 11:00:00
"9045",37.9383,-122.025,"OZONE","PPB",21,19.6,"Concord",2020-05-15 11:00:00
"9046",37.9722,-122.5189,"OZONE","PPB",7,2,"San Rafael",2020-05-15 10:00:00
"9047",37.7658,-122.3978,"OZONE","PPB",26,25.6,"San Francisco",2020-05-15 10:00:00
"9048",37.9604,-122.3571,"OZONE","PPB",21,18.7,"San Pablo",2020-05-15 10:00:00
"9049",37.86477,-122.3027,"OZONE","PPB",14,10.5,"Berkeley",2020-05-15 10:00:00
"9050",37.8148,-122.2824,"OZONE","PPB",22,20.2,"Oakland",2020-05-15 10:00:00
"9051",38.10251,-122.238,"OZONE","PPB",22,18.3,"Vallejo",2020-05-15 10:00:00
"9052",37.74306,-122.1699,"OZONE","PPB",12,5.8,"San Leandro",2020-05-15 10:00:00
"9053",37.9383,-122.025,"OZONE","PPB",20,18.5,"Concord",2020-05-15 10:00:00
"9054",37.9722,-122.5189,"OZONE","PPB",4,1.1,"San Rafael",2020-05-15 09:00:00
"9055",37.7658,-122.3978,"OZONE","PPB",25,26,"San Francisco",2020-05-15 09:00:00
"9056",37.9604,-122.3571,"OZONE","PPB",19,17.8,"San Pablo",2020-05-15 09:00:00
"9057",37.86477,-122.3027,"OZONE","PPB",15,13.8,"Berkeley",2020-05-15 09:00:00
"9058",37.8148,-122.2824,"OZONE","PPB",20,18.4,"Oakland",2020-05-15 09:00:00
"9059",38.10251,-122.238,"OZONE","PPB",21,21.2,"Vallejo",2020-05-15 09:00:00
"9060",37.74306,-122.1699,"OZONE","PPB",9,9.2,"San Leandro",2020-05-15 09:00:00
"9061",37.9383,-122.025,"OZONE","PPB",20,21.8,"Concord",2020-05-15 09:00:00
"9062",37.9722,-122.5189,"OZONE","PPB",3,3,"San Rafael",2020-05-15 08:00:00
"9063",37.7658,-122.3978,"OZONE","PPB",25,25,"San Francisco",2020-05-15 08:00:00
"9064",37.9604,-122.3571,"OZONE","PPB",18,19.3,"San Pablo",2020-05-15 08:00:00
"9065",37.86477,-122.3027,"OZONE","PPB",16,12,"Berkeley",2020-05-15 08:00:00
"9066",37.8148,-122.2824,"OZONE","PPB",20,20,"Oakland",2020-05-15 08:00:00
"9067",38.10251,-122.238,"OZONE","PPB",22,22,"Vallejo",2020-05-15 08:00:00
"9068",37.74306,-122.1699,"OZONE","PPB",9,9,"San Leandro",2020-05-15 08:00:00
"9069",37.9383,-122.025,"OZONE","PPB",20,22.1,"Concord",2020-05-15 08:00:00
"9070",37.9722,-122.5189,"OZONE","PPB",4,3.2,"San Rafael",2020-05-15 07:00:00
"9071",37.7658,-122.3978,"OZONE","PPB",25,24.3,"San Francisco",2020-05-15 07:00:00
"9072",37.9604,-122.3571,"OZONE","PPB",17,17,"San Pablo",2020-05-15 07:00:00
"9073",37.86477,-122.3027,"OZONE","PPB",17,17,"Berkeley",2020-05-15 07:00:00
"9074",37.8148,-122.2824,"OZONE","PPB",20,19,"Oakland",2020-05-15 07:00:00
"9075",38.10251,-122.238,"OZONE","PPB",23,23.1,"Vallejo",2020-05-15 07:00:00
"9076",37.74306,-122.1699,"OZONE","PPB",10,12.1,"San Leandro",2020-05-15 07:00:00
"9077",37.9383,-122.025,"OZONE","PPB",21,21,"Concord",2020-05-15 07:00:00
"9078",37.9722,-122.5189,"OZONE","PPB",5,3.4,"San Rafael",2020-05-15 06:00:00
"9079",37.7658,-122.3978,"OZONE","PPB",25,25.7,"San Francisco",2020-05-15 06:00:00
"9080",37.9604,-122.3571,"OZONE","PPB",17,17.2,"San Pablo",2020-05-15 06:00:00
"9081",37.86477,-122.3027,"OZONE","PPB",18,20,"Berkeley",2020-05-15 06:00:00
"9082",37.8148,-122.2824,"OZONE","PPB",20,21.3,"Oakland",2020-05-15 06:00:00
"9083",38.10251,-122.238,"OZONE","PPB",24,22.8,"Vallejo",2020-05-15 06:00:00
"9084",37.74306,-122.1699,"OZONE","PPB",13,9.9,"San Leandro",2020-05-15 06:00:00
"9085",37.9383,-122.025,"OZONE","PPB",21,20,"Concord",2020-05-15 06:00:00
"9086",37.9722,-122.5189,"OZONE","PPB",7,4.8,"San Rafael",2020-05-15 05:00:00
"9087",37.7658,-122.3978,"OZONE","PPB",25,25.6,"San Francisco",2020-05-15 05:00:00
"9088",37.9604,-122.3571,"OZONE","PPB",18,18.1,"San Pablo",2020-05-15 05:00:00
"9089",37.86477,-122.3027,"OZONE","PPB",19,21.9,"Berkeley",2020-05-15 05:00:00
"9090",37.8148,-122.2824,"OZONE","PPB",20,21.4,"Oakland",2020-05-15 05:00:00
"9091",38.10251,-122.238,"OZONE","PPB",24,24.6,"Vallejo",2020-05-15 05:00:00
"9092",37.74306,-122.1699,"OZONE","PPB",14,6.9,"San Leandro",2020-05-15 05:00:00
"9093",37.9383,-122.025,"OZONE","PPB",21,21.9,"Concord",2020-05-15 05:00:00
"9094",37.9722,-122.5189,"OZONE","PPB",9,7.9,"San Rafael",2020-05-15 04:00:00
"9095",37.7658,-122.3978,"OZONE","PPB",25,25.2,"San Francisco",2020-05-15 04:00:00
"9096",37.9604,-122.3571,"OZONE","PPB",18,12.8,"San Pablo",2020-05-15 04:00:00
"9097",37.86477,-122.3027,"OZONE","PPB",21,21.1,"Berkeley",2020-05-15 04:00:00
"9098",37.8148,-122.2824,"OZONE","PPB",19,21.5,"Oakland",2020-05-15 04:00:00
"9099",38.10251,-122.238,"OZONE","PPB",25,25.5,"Vallejo",2020-05-15 04:00:00
"9100",37.74306,-122.1699,"OZONE","PPB",15,13.7,"San Leandro",2020-05-15 04:00:00
"9101",37.9383,-122.025,"OZONE","PPB",22,20.6,"Concord",2020-05-15 04:00:00
"9102",37.9722,-122.5189,"OZONE","PPB",11,9.5,"San Rafael",2020-05-15 03:00:00
"9103",37.7658,-122.3978,"OZONE","PPB",26,26.2,"San Francisco",2020-05-15 03:00:00
"9104",37.9604,-122.3571,"OZONE","PPB",19,17.8,"San Pablo",2020-05-15 03:00:00
"9105",37.86477,-122.3027,"OZONE","PPB",21,22.5,"Berkeley",2020-05-15 03:00:00
"9106",37.8148,-122.2824,"OZONE","PPB",20,23.6,"Oakland",2020-05-15 03:00:00
"9107",38.10251,-122.238,"OZONE","PPB",25,26.1,"Vallejo",2020-05-15 03:00:00
"9108",37.74306,-122.1699,"OZONE","PPB",16,18.2,"San Leandro",2020-05-15 03:00:00
"9109",37.9383,-122.025,"OZONE","PPB",23,22.2,"Concord",2020-05-15 03:00:00
"9110",37.9722,-122.5189,"OZONE","PPB",14,10.7,"San Rafael",2020-05-15 02:00:00
"9111",37.7658,-122.3978,"OZONE","PPB",26,26.1,"San Francisco",2020-05-15 02:00:00
"9112",37.9604,-122.3571,"OZONE","PPB",20,21.5,"San Pablo",2020-05-15 02:00:00
"9113",37.86477,-122.3027,"OZONE","PPB",22,20.9,"Berkeley",2020-05-15 02:00:00
"9114",37.8148,-122.2824,"OZONE","PPB",21,15.3,"Oakland",2020-05-15 02:00:00
"9115",38.10251,-122.238,"OZONE","PPB",26,25.6,"Vallejo",2020-05-15 02:00:00
"9116",37.74306,-122.1699,"OZONE","PPB",18,21.2,"San Leandro",2020-05-15 02:00:00
"9117",37.9383,-122.025,"OZONE","PPB",23,22.2,"Concord",2020-05-15 02:00:00
"9118",37.9722,-122.5189,"OZONE","PPB",16,11.6,"San Rafael",2020-05-15 01:00:00
"9119",37.7658,-122.3978,"OZONE","PPB",26,26.1,"San Francisco",2020-05-15 01:00:00
"9120",37.9604,-122.3571,"OZONE","PPB",22,22.3,"San Pablo",2020-05-15 01:00:00
"9121",37.86477,-122.3027,"OZONE","PPB",22,20.6,"Berkeley",2020-05-15 01:00:00
"9122",37.8148,-122.2824,"OZONE","PPB",22,19.7,"Oakland",2020-05-15 01:00:00
"9123",38.10251,-122.238,"OZONE","PPB",26,25.8,"Vallejo",2020-05-15 01:00:00
"9124",37.74306,-122.1699,"OZONE","PPB",20,20.1,"San Leandro",2020-05-15 01:00:00
"9125",37.9383,-122.025,"OZONE","PPB",24,24.3,"Concord",2020-05-15 01:00:00
"9126",37.9722,-122.5189,"OZONE","PPB",19,20.9,"San Rafael",2020-05-15 00:00:00
"9127",37.7658,-122.3978,"OZONE","PPB",27,26.2,"San Francisco",2020-05-15 00:00:00
"9128",37.9604,-122.3571,"OZONE","PPB",24,21,"San Pablo",2020-05-15 00:00:00
"9129",37.86477,-122.3027,"OZONE","PPB",22,22.3,"Berkeley",2020-05-15 00:00:00
"9130",37.8148,-122.2824,"OZONE","PPB",22,17.4,"Oakland",2020-05-15 00:00:00
"9131",38.10251,-122.238,"OZONE","PPB",27,26.7,"Vallejo",2020-05-15 00:00:00
"9132",37.74306,-122.1699,"OZONE","PPB",22,20.7,"San Leandro",2020-05-15 00:00:00
"9133",37.9383,-122.025,"OZONE","PPB",25,27,"Concord",2020-05-15 00:00:00
"9134",37.9722,-122.5189,"OZONE","PPB",22,25,"San Rafael",2020-05-14 23:00:00
"9135",37.7658,-122.3978,"OZONE","PPB",27,27.6,"San Francisco",2020-05-14 23:00:00
"9136",37.9604,-122.3571,"OZONE","PPB",25,25.4,"San Pablo",2020-05-14 23:00:00
"9137",37.86477,-122.3027,"OZONE","PPB",21,22.9,"Berkeley",2020-05-14 23:00:00
"9138",37.8148,-122.2824,"OZONE","PPB",22,26.2,"Oakland",2020-05-14 23:00:00
"9139",38.10251,-122.238,"OZONE","PPB",27,27.3,"Vallejo",2020-05-14 23:00:00
"9140",37.74306,-122.1699,"OZONE","PPB",23,21.8,"San Leandro",2020-05-14 23:00:00
"9141",37.9383,-122.025,"OZONE","PPB",25,27.3,"Concord",2020-05-14 23:00:00
"9142",37.9722,-122.5189,"OZONE","PPB",24,24.8,"San Rafael",2020-05-14 22:00:00
"9143",37.7658,-122.3978,"OZONE","PPB",28,28.8,"San Francisco",2020-05-14 22:00:00
"9144",37.9604,-122.3571,"OZONE","PPB",26,27.2,"San Pablo",2020-05-14 22:00:00
"9145",37.86477,-122.3027,"OZONE","PPB",21,23.8,"Berkeley",2020-05-14 22:00:00
"9146",37.8148,-122.2824,"OZONE","PPB",24,26.3,"Oakland",2020-05-14 22:00:00
"9147",38.10251,-122.238,"OZONE","PPB",28,29.3,"Vallejo",2020-05-14 22:00:00
"9148",37.74306,-122.1699,"OZONE","PPB",24,25.6,"San Leandro",2020-05-14 22:00:00
"9149",37.9383,-122.025,"OZONE","PPB",26,26.1,"Concord",2020-05-14 22:00:00
"9150",37.9722,-122.5189,"OZONE","PPB",27,25.3,"San Rafael",2020-05-14 21:00:00
"9151",37.7658,-122.3978,"OZONE","PPB",28,29.3,"San Francisco",2020-05-14 21:00:00
"9152",37.9604,-122.3571,"OZONE","PPB",27,28.5,"San Pablo",2020-05-14 21:00:00
"9153",37.86477,-122.3027,"OZONE","PPB",21,22.8,"Berkeley",2020-05-14 21:00:00
"9154",37.8148,-122.2824,"OZONE","PPB",25,27.1,"Oakland",2020-05-14 21:00:00
"9155",38.10251,-122.238,"OZONE","PPB",29,29.6,"Vallejo",2020-05-14 21:00:00
"9156",37.74306,-122.1699,"OZONE","PPB",25,26.2,"San Leandro",2020-05-14 21:00:00
"9157",37.9383,-122.025,"OZONE","PPB",28,26.3,"Concord",2020-05-14 21:00:00
"9158",37.9722,-122.5189,"OZONE","PPB",28,29.4,"San Rafael",2020-05-14 20:00:00
"9159",37.7658,-122.3978,"OZONE","PPB",29,29.5,"San Francisco",2020-05-14 20:00:00
"9160",37.9604,-122.3571,"OZONE","PPB",29,30,"San Pablo",2020-05-14 20:00:00
"9161",37.86477,-122.3027,"OZONE","PPB",22,21.8,"Berkeley",2020-05-14 20:00:00
"9162",37.8148,-122.2824,"OZONE","PPB",27,25.6,"Oakland",2020-05-14 20:00:00
"9163",38.10251,-122.238,"OZONE","PPB",30,28,"Vallejo",2020-05-14 20:00:00
"9164",37.74306,-122.1699,"OZONE","PPB",27,26.1,"San Leandro",2020-05-14 20:00:00
"9165",37.9383,-122.025,"OZONE","PPB",29,25.3,"Concord",2020-05-14 20:00:00
"9166",37.9722,-122.5189,"OZONE","PPB",29,30.8,"San Rafael",2020-05-14 19:00:00
"9167",37.7658,-122.3978,"OZONE","PPB",29,28.1,"San Francisco",2020-05-14 19:00:00
"9168",37.9604,-122.3571,"OZONE","PPB",30,27.6,"San Pablo",2020-05-14 19:00:00
"9169",37.86477,-122.3027,"OZONE","PPB",22,15,"Berkeley",2020-05-14 19:00:00
"9170",37.8148,-122.2824,"OZONE","PPB",28,25.5,"Oakland",2020-05-14 19:00:00
"9171",38.10251,-122.238,"OZONE","PPB",31,29.8,"Vallejo",2020-05-14 19:00:00
"9172",37.74306,-122.1699,"OZONE","PPB",28,25.4,"San Leandro",2020-05-14 19:00:00
"9173",37.9383,-122.025,"OZONE","PPB",30,28.9,"Concord",2020-05-14 19:00:00
"9174",37.9722,-122.5189,"OZONE","PPB",29,31.5,"San Rafael",2020-05-14 18:00:00
"9175",37.7658,-122.3978,"OZONE","PPB",30,28.7,"San Francisco",2020-05-14 18:00:00
"9176",37.9604,-122.3571,"OZONE","PPB",31,30.2,"San Pablo",2020-05-14 18:00:00
"9177",37.86477,-122.3027,"OZONE","PPB",22,21.3,"Berkeley",2020-05-14 18:00:00
"9178",37.8148,-122.2824,"OZONE","PPB",29,27.8,"Oakland",2020-05-14 18:00:00
"9179",38.10251,-122.238,"OZONE","PPB",31,32.6,"Vallejo",2020-05-14 18:00:00
"9180",37.74306,-122.1699,"OZONE","PPB",29,28,"San Leandro",2020-05-14 18:00:00
"9181",37.9383,-122.025,"OZONE","PPB",31,30.7,"Concord",2020-05-14 18:00:00
"9182",37.9722,-122.5189,"OZONE","PPB",30,32.3,"San Rafael",2020-05-14 17:00:00
"9183",37.7658,-122.3978,"OZONE","PPB",30,30.2,"San Francisco",2020-05-14 17:00:00
"9184",37.9604,-122.3571,"OZONE","PPB",31,31.4,"San Pablo",2020-05-14 17:00:00
"9185",37.86477,-122.3027,"OZONE","PPB",23,25,"Berkeley",2020-05-14 17:00:00
"9186",37.8148,-122.2824,"OZONE","PPB",30,30.5,"Oakland",2020-05-14 17:00:00
"9187",38.10251,-122.238,"OZONE","PPB",31,34.1,"Vallejo",2020-05-14 17:00:00
"9188",37.74306,-122.1699,"OZONE","PPB",30,30.8,"San Leandro",2020-05-14 17:00:00
"9189",37.9383,-122.025,"OZONE","PPB",32,32.7,"Concord",2020-05-14 17:00:00
"9190",37.9722,-122.5189,"OZONE","PPB",30,32,"San Rafael",2020-05-14 16:00:00
"9191",37.7658,-122.3978,"OZONE","PPB",31,32.2,"San Francisco",2020-05-14 16:00:00
"9192",37.9604,-122.3571,"OZONE","PPB",30,35.3,"San Pablo",2020-05-14 16:00:00
"9193",37.86477,-122.3027,"OZONE","PPB",23,24.7,"Berkeley",2020-05-14 16:00:00
"9194",37.8148,-122.2824,"OZONE","PPB",31,33.7,"Oakland",2020-05-14 16:00:00
"9195",38.10251,-122.238,"OZONE","PPB",32,33,"Vallejo",2020-05-14 16:00:00
"9196",37.74306,-122.1699,"OZONE","PPB",30,32.6,"San Leandro",2020-05-14 16:00:00
"9197",37.9383,-122.025,"OZONE","PPB",33,35.2,"Concord",2020-05-14 16:00:00
"9198",37.9722,-122.5189,"OZONE","PPB",28,28,"San Rafael",2020-05-14 15:00:00
"9199",37.7658,-122.3978,"OZONE","PPB",31,32.6,"San Francisco",2020-05-14 15:00:00
"9200",37.9604,-122.3571,"OZONE","PPB",30,32.9,"San Pablo",2020-05-14 15:00:00
"9201",37.86477,-122.3027,"OZONE","PPB",24,21.9,"Berkeley",2020-05-14 15:00:00
"9202",37.8148,-122.2824,"OZONE","PPB",30,34.2,"Oakland",2020-05-14 15:00:00
"9203",38.10251,-122.238,"OZONE","PPB",31,33,"Vallejo",2020-05-14 15:00:00
"9204",37.74306,-122.1699,"OZONE","PPB",29,35.3,"San Leandro",2020-05-14 15:00:00
"9205",37.9383,-122.025,"OZONE","PPB",33,35,"Concord",2020-05-14 15:00:00
"9206",37.9722,-122.5189,"OZONE","PPB",25,28.9,"San Rafael",2020-05-14 14:00:00
"9207",37.7658,-122.3978,"OZONE","PPB",30,33.3,"San Francisco",2020-05-14 14:00:00
"9208",37.9604,-122.3571,"OZONE","PPB",27,34.2,"San Pablo",2020-05-14 14:00:00
"9209",37.86477,-122.3027,"OZONE","PPB",24,23.8,"Berkeley",2020-05-14 14:00:00
"9210",37.8148,-122.2824,"OZONE","PPB",29,35,"Oakland",2020-05-14 14:00:00
"9211",38.10251,-122.238,"OZONE","PPB",29,31.8,"Vallejo",2020-05-14 14:00:00
"9212",37.74306,-122.1699,"OZONE","PPB",28,34.5,"San Leandro",2020-05-14 14:00:00
"9213",37.9383,-122.025,"OZONE","PPB",31,35.5,"Concord",2020-05-14 14:00:00
"9214",37.9722,-122.5189,"OZONE","PPB",21,33.5,"San Rafael",2020-05-14 13:00:00
"9215",37.7658,-122.3978,"OZONE","PPB",28,33.2,"San Francisco",2020-05-14 13:00:00
"9216",37.9604,-122.3571,"OZONE","PPB",25,31.1,"San Pablo",2020-05-14 13:00:00
"9217",37.86477,-122.3027,"OZONE","PPB",23,30.6,"Berkeley",2020-05-14 13:00:00
"9218",37.8148,-122.2824,"OZONE","PPB",29,33.4,"Oakland",2020-05-14 13:00:00
"9219",38.10251,-122.238,"OZONE","PPB",28,32.6,"Vallejo",2020-05-14 13:00:00
"9220",37.74306,-122.1699,"OZONE","PPB",25,29.6,"San Leandro",2020-05-14 13:00:00
"9221",37.9383,-122.025,"OZONE","PPB",29,36.1,"Concord",2020-05-14 13:00:00
"9222",37.9722,-122.5189,"OZONE","PPB",20,26.2,"San Rafael",2020-05-14 12:00:00
"9223",37.7658,-122.3978,"OZONE","PPB",28,28,"San Francisco",2020-05-14 12:00:00
"9224",37.9604,-122.3571,"OZONE","PPB",24,23.5,"San Pablo",2020-05-14 12:00:00
"9225",37.86477,-122.3027,"OZONE","PPB",23,25.9,"Berkeley",2020-05-14 12:00:00
"9226",37.8148,-122.2824,"OZONE","PPB",28,27.9,"Oakland",2020-05-14 12:00:00
"9227",38.10251,-122.238,"OZONE","PPB",27,32.3,"Vallejo",2020-05-14 12:00:00
"9228",37.74306,-122.1699,"OZONE","PPB",24,24.3,"San Leandro",2020-05-14 12:00:00
"9229",37.9383,-122.025,"OZONE","PPB",28,37.2,"Concord",2020-05-14 12:00:00
"9230",37.9722,-122.5189,"OZONE","PPB",18,18.1,"San Rafael",2020-05-14 11:00:00
"9231",37.7658,-122.3978,"OZONE","PPB",28,28.6,"San Francisco",2020-05-14 11:00:00
"9232",37.9604,-122.3571,"OZONE","PPB",23,21.9,"San Pablo",2020-05-14 11:00:00
"9233",37.86477,-122.3027,"OZONE","PPB",23,22,"Berkeley",2020-05-14 11:00:00
"9234",37.8148,-122.2824,"OZONE","PPB",28,18.4,"Oakland",2020-05-14 11:00:00
"9235",38.10251,-122.238,"OZONE","PPB",27,25.4,"Vallejo",2020-05-14 11:00:00
"9236",37.74306,-122.1699,"OZONE","PPB",24,21.8,"San Leandro",2020-05-14 11:00:00
"9237",37.9383,-122.025,"OZONE","PPB",27,26.2,"Concord",2020-05-14 11:00:00
"9238",37.9722,-122.5189,"OZONE","PPB",15,4.8,"San Rafael",2020-05-14 10:00:00
"9239",37.7658,-122.3978,"OZONE","PPB",29,21.4,"San Francisco",2020-05-14 10:00:00
"9240",37.9604,-122.3571,"OZONE","PPB",21,13.1,"San Pablo",2020-05-14 10:00:00
"9241",37.86477,-122.3027,"OZONE","PPB",25,18.8,"Berkeley",2020-05-14 10:00:00
"9242",37.8148,-122.2824,"OZONE","PPB",28,22.7,"Oakland",2020-05-14 10:00:00
"9243",38.10251,-122.238,"OZONE","PPB",28,12.5,"Vallejo",2020-05-14 10:00:00
"9244",37.74306,-122.1699,"OZONE","PPB",23,17.5,"San Leandro",2020-05-14 10:00:00
"9245",37.9383,-122.025,"OZONE","PPB",26,16.3,"Concord",2020-05-14 10:00:00
"9246",37.9722,-122.5189,"OZONE","PPB",13,3.9,"San Rafael",2020-05-14 09:00:00
"9247",37.7658,-122.3978,"OZONE","PPB",29,19.4,"San Francisco",2020-05-14 09:00:00
"9248",37.9604,-122.3571,"OZONE","PPB",20,14.4,"San Pablo",2020-05-14 09:00:00
"9249",37.86477,-122.3027,"OZONE","PPB",25,20.4,"Berkeley",2020-05-14 09:00:00
"9250",37.8148,-122.2824,"OZONE","PPB",27,28.8,"Oakland",2020-05-14 09:00:00
"9251",38.10251,-122.238,"OZONE","PPB",29,23.9,"Vallejo",2020-05-14 09:00:00
"9252",37.74306,-122.1699,"OZONE","PPB",24,11.7,"San Leandro",2020-05-14 09:00:00
"9253",37.9383,-122.025,"OZONE","PPB",26,18.1,"Concord",2020-05-14 09:00:00
"9254",37.9722,-122.5189,"OZONE","PPB",11,11,"San Rafael",2020-05-14 08:00:00
"9255",37.7658,-122.3978,"OZONE","PPB",31,31,"San Francisco",2020-05-14 08:00:00
"9256",37.9604,-122.3571,"OZONE","PPB",22,22,"San Pablo",2020-05-14 08:00:00
"9257",37.86477,-122.3027,"OZONE","PPB",26,25.4,"Berkeley",2020-05-14 08:00:00
"9258",37.8148,-122.2824,"OZONE","PPB",28,28,"Oakland",2020-05-14 08:00:00
"9259",38.10251,-122.238,"OZONE","PPB",30,30,"Vallejo",2020-05-14 08:00:00
"9260",37.74306,-122.1699,"OZONE","PPB",25,25,"San Leandro",2020-05-14 08:00:00
"9261",37.9383,-122.025,"OZONE","PPB",25,24.1,"Concord",2020-05-14 08:00:00
"9262",37.9722,-122.5189,"OZONE","PPB",11,11.5,"San Rafael",2020-05-14 07:00:00
"9263",37.7658,-122.3978,"OZONE","PPB",32,35.9,"San Francisco",2020-05-14 07:00:00
"9264",37.9604,-122.3571,"OZONE","PPB",24,24,"San Pablo",2020-05-14 07:00:00
"9265",37.86477,-122.3027,"OZONE","PPB",28,28,"Berkeley",2020-05-14 07:00:00
"9266",37.8148,-122.2824,"OZONE","PPB",29,32.3,"Oakland",2020-05-14 07:00:00
"9267",38.10251,-122.238,"OZONE","PPB",32,37.3,"Vallejo",2020-05-14 07:00:00
"9268",37.74306,-122.1699,"OZONE","PPB",27,31.8,"San Leandro",2020-05-14 07:00:00
"9269",37.9383,-122.025,"OZONE","PPB",26,26,"Concord",2020-05-14 07:00:00
"9270",37.9722,-122.5189,"OZONE","PPB",14,13.7,"San Rafael",2020-05-14 06:00:00
"9271",37.7658,-122.3978,"OZONE","PPB",35,36,"San Francisco",2020-05-14 06:00:00
"9272",37.9604,-122.3571,"OZONE","PPB",28,25.8,"San Pablo",2020-05-14 06:00:00
"9273",37.86477,-122.3027,"OZONE","PPB",30,32.3,"Berkeley",2020-05-14 06:00:00
"9274",37.8148,-122.2824,"OZONE","PPB",30,32.9,"Oakland",2020-05-14 06:00:00
"9275",38.10251,-122.238,"OZONE","PPB",36,38.4,"Vallejo",2020-05-14 06:00:00
"9276",37.74306,-122.1699,"OZONE","PPB",29,27.7,"San Leandro",2020-05-14 06:00:00
"9277",37.9383,-122.025,"OZONE","PPB",29,30.2,"Concord",2020-05-14 06:00:00
"9278",37.9722,-122.5189,"OZONE","PPB",17,14.9,"San Rafael",2020-05-14 05:00:00
"9279",37.7658,-122.3978,"OZONE","PPB",38,37.8,"San Francisco",2020-05-14 05:00:00
"9280",37.9604,-122.3571,"OZONE","PPB",31,27,"San Pablo",2020-05-14 05:00:00
"9281",37.86477,-122.3027,"OZONE","PPB",32,32.5,"Berkeley",2020-05-14 05:00:00
"9282",37.8148,-122.2824,"OZONE","PPB",31,31.2,"Oakland",2020-05-14 05:00:00
"9283",38.10251,-122.238,"OZONE","PPB",38,39.1,"Vallejo",2020-05-14 05:00:00
"9284",37.74306,-122.1699,"OZONE","PPB",32,33.6,"San Leandro",2020-05-14 05:00:00
"9285",37.9383,-122.025,"OZONE","PPB",32,33.2,"Concord",2020-05-14 05:00:00
"9286",37.9722,-122.5189,"OZONE","PPB",19,15.7,"San Rafael",2020-05-14 04:00:00
"9287",37.7658,-122.3978,"OZONE","PPB",38,38.6,"San Francisco",2020-05-14 04:00:00
"9288",37.9604,-122.3571,"OZONE","PPB",32,31.1,"San Pablo",2020-05-14 04:00:00
"9289",37.86477,-122.3027,"OZONE","PPB",33,34.2,"Berkeley",2020-05-14 04:00:00
"9290",37.8148,-122.2824,"OZONE","PPB",30,32.6,"Oakland",2020-05-14 04:00:00
"9291",38.10251,-122.238,"OZONE","PPB",38,39.2,"Vallejo",2020-05-14 04:00:00
"9292",37.74306,-122.1699,"OZONE","PPB",33,34.1,"San Leandro",2020-05-14 04:00:00
"9293",37.9383,-122.025,"OZONE","PPB",34,33.7,"Concord",2020-05-14 04:00:00
"9294",37.9722,-122.5189,"OZONE","PPB",23,16.8,"San Rafael",2020-05-14 03:00:00
"9295",37.7658,-122.3978,"OZONE","PPB",39,39.3,"San Francisco",2020-05-14 03:00:00
"9296",37.9604,-122.3571,"OZONE","PPB",33,35.9,"San Pablo",2020-05-14 03:00:00
"9297",37.86477,-122.3027,"OZONE","PPB",34,35,"Berkeley",2020-05-14 03:00:00
