"ID","TIME","TIMESTAMP","LATITUDE","LONGITUDE","DEPLOYMENT.DATE","DEPLOYMENT.DATETIME","O3.GAIN.PSE","O3.OFFSET.PSE","O3.GAIN.AQ","O3.OFFSET.AQ","O3.PROXY","O3.RAW","O3.PSE","O3.AQ","NO2.RAW","NO2.AQ"
"AQY BB-633","2020-08-28 12:00:00",2020-08-28 12:00:00,37.960428,-122.356809,"2020-06-03","2020-06-03 12:00:00",1.88,-32.85,1.83,17.5,23.3,29.42,22.5,21.78,-3.95,5.78
"AQY BB-642","2020-08-28 12:00:00",2020-08-28 12:00:00,37.960428,-122.356809,"2020-06-03","2020-06-03 12:00:00",2.38,-38.02,2.56,17.1,23.3,24.56,20.41,19.13,0.25,6.64
"AQY BB-633","2020-08-28 13:00:00",2020-08-28 13:00:00,37.960428,-122.356809,"2020-06-03","2020-06-03 12:00:00",1.88,-32.85,1.83,17.5,21.1,27.19,18.31,17.7,-4.63,7.3
"AQY BB-642","2020-08-28 13:00:00",2020-08-28 13:00:00,37.960428,-122.356809,"2020-06-03","2020-06-03 12:00:00",2.38,-38.02,2.56,17.1,21.1,23.29,17.39,15.88,-1.28,7.08
"AQY BB-633","2020-08-28 14:00:00",2020-08-28 14:00:00,37.960428,-122.356809,"2020-06-03","2020-06-03 12:00:00",1.88,-32.85,1.83,17.5,21.2,27.65,19.17,18.54,-3.28,7.95
"AQY BB-642","2020-08-28 14:00:00",2020-08-28 14:00:00,37.960428,-122.356809,"2020-06-03","2020-06-03 12:00:00",2.38,-38.02,2.56,17.1,21.2,23.3,17.42,15.9,0.33,8.61
"AQY BB-633","2020-08-28 15:00:00",2020-08-28 15:00:00,37.960428,-122.356809,"2020-06-03","2020-06-03 12:00:00",1.88,-32.85,1.83,17.5,22.2,26.43,16.88,16.32,-1.4,10.57
"AQY BB-642","2020-08-28 15:00:00",2020-08-28 15:00:00,37.960428,-122.356809,"2020-06-03","2020-06-03 12:00:00",2.38,-38.02,2.56,17.1,22.2,23,16.7,15.13,0.8,9.52
"AQY BB-633","2020-08-28 16:00:00",2020-08-28 16:00:00,37.960428,-122.356809,"2020-06-03","2020-06-03 12:00:00",1.88,-32.85,1.83,17.5,23.2,27.42,18.74,18.12,-0.78,10.14
"AQY BB-642","2020-08-28 16:00:00",2020-08-28 16:00:00,37.960428,-122.356809,"2020-06-03","2020-06-03 12:00:00",2.38,-38.02,2.56,17.1,23.2,23.36,17.56,16.06,1.5,9.66
"AQY BB-633","2020-08-28 17:00:00",2020-08-28 17:00:00,37.960428,-122.356809,"2020-06-03","2020-06-03 12:00:00",1.88,-32.85,1.83,17.5,24.5,29.82,23.25,22.51,-2.09,6.89
"AQY BB-642","2020-08-28 17:00:00",2020-08-28 17:00:00,37.960428,-122.356809,"2020-06-03","2020-06-03 12:00:00",2.38,-38.02,2.56,17.1,24.5,24.55,20.39,19.11,0.68,7.07
"AQY BB-633","2020-08-28 18:00:00",2020-08-28 18:00:00,37.960428,-122.356809,"2020-06-03","2020-06-03 12:00:00",1.88,-32.85,1.83,17.5,26.2,31.06,25.59,24.77,-0.32,7.15
"AQY BB-642","2020-08-28 18:00:00",2020-08-28 18:00:00,37.960428,-122.356809,"2020-06-03","2020-06-03 12:00:00",2.38,-38.02,2.56,17.1,26.2,25.1,21.7,20.52,2.86,8.34
"AQY BB-633","2020-08-28 19:00:00",2020-08-28 19:00:00,37.960428,-122.356809,"2020-06-03","2020-06-03 12:00:00",1.88,-32.85,1.83,17.5,27.1,32.58,28.45,27.55,-1.64,4.7
"AQY BB-642","2020-08-28 19:00:00",2020-08-28 19:00:00,37.960428,-122.356809,"2020-06-03","2020-06-03 12:00:00",2.38,-38.02,2.56,17.1,27.1,26.02,23.89,22.88,2.06,6.19
"AQY BB-633","2020-08-28 20:00:00",2020-08-28 20:00:00,37.960428,-122.356809,"2020-06-03","2020-06-03 12:00:00",1.88,-32.85,1.83,17.5,29,33.71,30.57,29.62,-1.35,3.87
"AQY BB-642","2020-08-28 20:00:00",2020-08-28 20:00:00,37.960428,-122.356809,"2020-06-03","2020-06-03 12:00:00",2.38,-38.02,2.56,17.1,29,26.68,25.46,24.57,3.39,6.46
"AQY BB-633","2020-08-28 21:00:00",2020-08-28 21:00:00,37.960428,-122.356809,"2020-06-03","2020-06-03 12:00:00",1.88,-32.85,1.83,17.5,30.7,34.25,31.59,30.6,0.4,4.77
"AQY BB-642","2020-08-28 21:00:00",2020-08-28 21:00:00,37.960428,-122.356809,"2020-06-03","2020-06-03 12:00:00",2.38,-38.02,2.56,17.1,30.7,26.89,25.96,25.11,5.44,8.14
"AQY BB-633","2020-08-28 22:00:00",2020-08-28 22:00:00,37.960428,-122.356809,"2020-06-03","2020-06-03 12:00:00",1.88,-32.85,1.83,17.5,30,33.95,31.03,30.05,-0.24,4.54
"AQY BB-642","2020-08-28 22:00:00",2020-08-28 22:00:00,37.960428,-122.356809,"2020-06-03","2020-06-03 12:00:00",2.38,-38.02,2.56,17.1,30,26.86,25.89,25.03,5.46,8.2
"AQY BB-633","2020-08-28 23:00:00",2020-08-28 23:00:00,37.960428,-122.356809,"2020-06-03","2020-06-03 12:00:00",1.88,-32.85,1.83,17.5,29,33.34,29.88,28.94,-1.21,4.33
"AQY BB-642","2020-08-28 23:00:00",2020-08-28 23:00:00,37.960428,-122.356809,"2020-06-03","2020-06-03 12:00:00",2.38,-38.02,2.56,17.1,29,26.81,25.77,24.91,5.67,8.48
"AQY BB-633","2020-08-29 00:00:00",2020-08-29 00:00:00,37.960428,-122.356809,"2020-06-03","2020-06-03 12:00:00",1.88,-32.85,1.83,17.5,23.9,31.04,25.55,24.74,-5.18,3.29
"AQY BB-642","2020-08-29 00:00:00",2020-08-29 00:00:00,37.960428,-122.356809,"2020-06-03","2020-06-03 12:00:00",2.38,-38.02,2.56,17.1,23.9,25.71,23.15,22.08,1.76,6.36
"AQY BB-633","2020-08-29 01:00:00",2020-08-29 01:00:00,37.960428,-122.356809,"2020-06-03","2020-06-03 12:00:00",1.88,-32.85,1.83,17.5,18.3,28.62,21,20.32,-8.43,2.95
"AQY BB-642","2020-08-29 01:00:00",2020-08-29 01:00:00,37.960428,-122.356809,"2020-06-03","2020-06-03 12:00:00",2.38,-38.02,2.56,17.1,18.3,24,19.08,17.7,-1.49,5.8
"AQY BB-633","2020-08-29 02:00:00",2020-08-29 02:00:00,37.960428,-122.356809,"2020-06-03","2020-06-03 12:00:00",1.88,-32.85,1.83,17.5,20.1,29.3,22.28,21.56,-8.78,2.04
"AQY BB-642","2020-08-29 02:00:00",2020-08-29 02:00:00,37.960428,-122.356809,"2020-06-03","2020-06-03 12:00:00",2.38,-38.02,2.56,17.1,20.1,24.13,19.39,18.03,-1.5,5.6
"AQY BB-633","2020-08-29 03:00:00",2020-08-29 03:00:00,37.960428,-122.356809,"2020-06-03","2020-06-03 12:00:00",1.88,-32.85,1.83,17.5,18.8,28.44,20.66,19.99,-8.62,2.96
"AQY BB-642","2020-08-29 03:00:00",2020-08-29 03:00:00,37.960428,-122.356809,"2020-06-03","2020-06-03 12:00:00",2.38,-38.02,2.56,17.1,18.8,23.75,18.49,17.06,-2.17,5.53
"AQY BB-633","2020-08-29 04:00:00",2020-08-29 04:00:00,37.960428,-122.356809,"2020-06-03","2020-06-03 12:00:00",1.88,-32.85,1.83,17.5,17.6,27.78,19.42,18.78,-6.78,5.04
"AQY BB-642","2020-08-29 04:00:00",2020-08-29 04:00:00,37.960428,-122.356809,"2020-06-03","2020-06-03 12:00:00",2.38,-38.02,2.56,17.1,17.6,23.02,16.75,15.18,-0.89,7.86
"AQY BB-633","2020-08-29 05:00:00",2020-08-29 05:00:00,37.960428,-122.356809,"2020-06-03","2020-06-03 12:00:00",1.88,-32.85,1.83,17.5,20.3,29.07,21.84,21.14,-8.2,2.72
"AQY BB-642","2020-08-29 05:00:00",2020-08-29 05:00:00,37.960428,-122.356809,"2020-06-03","2020-06-03 12:00:00",2.38,-38.02,2.56,17.1,20.3,23.92,18.89,17.49,-2.26,5.19
"AQY BB-633","2020-08-29 06:00:00",2020-08-29 06:00:00,37.960428,-122.356809,"2020-06-03","2020-06-03 12:00:00",1.88,-32.85,1.83,17.5,20.3,28.92,21.56,20.86,-7.86,3.13
"AQY BB-642","2020-08-29 06:00:00",2020-08-29 06:00:00,37.960428,-122.356809,"2020-06-03","2020-06-03 12:00:00",2.38,-38.02,2.56,17.1,20.3,23.84,18.7,17.29,-2.13,5.43
"AQY BB-633","2020-08-29 07:00:00",2020-08-29 07:00:00,37.960428,-122.356809,"2020-06-03","2020-06-03 12:00:00",1.88,-32.85,1.83,17.5,20.5,28.68,21.11,20.43,-8.02,3.22
"AQY BB-642","2020-08-29 07:00:00",2020-08-29 07:00:00,37.960428,-122.356809,"2020-06-03","2020-06-03 12:00:00",2.38,-38.02,2.56,17.1,20.5,23.89,18.82,17.42,-2.71,4.8
"AQY BB-633","2020-08-29 08:00:00",2020-08-29 08:00:00,37.960428,-122.356809,"2020-06-03","2020-06-03 12:00:00",1.88,-32.85,1.83,17.5,19.8,26.25,16.54,15.99,-6.66,6.57
"AQY BB-642","2020-08-29 08:00:00",2020-08-29 08:00:00,37.960428,-122.356809,"2020-06-03","2020-06-03 12:00:00",2.38,-38.02,2.56,17.1,19.8,22.6,15.75,14.11,-2.74,6.72
"AQY BB-633","2020-08-29 09:00:00",2020-08-29 09:00:00,37.960428,-122.356809,"2020-06-03","2020-06-03 12:00:00",1.88,-32.85,1.83,17.5,20.6,28.41,20.6,19.93,-7.58,3.81
"AQY BB-642","2020-08-29 09:00:00",2020-08-29 09:00:00,37.960428,-122.356809,"2020-06-03","2020-06-03 12:00:00",2.38,-38.02,2.56,17.1,20.6,23.62,18.18,16.72,-2.58,5.34
"AQY BB-633","2020-08-29 10:00:00",2020-08-29 10:00:00,37.960428,-122.356809,"2020-06-03","2020-06-03 12:00:00",1.88,-32.85,1.83,17.5,20,29.35,22.37,21.65,-7.42,3.08
"AQY BB-642","2020-08-29 10:00:00",2020-08-29 10:00:00,37.960428,-122.356809,"2020-06-03","2020-06-03 12:00:00",2.38,-38.02,2.56,17.1,20,24.35,19.91,18.6,-2.26,4.54
"AQY BB-633","2020-08-29 11:00:00",2020-08-29 11:00:00,37.960428,-122.356809,"2020-06-03","2020-06-03 12:00:00",1.88,-32.85,1.83,17.5,20,28.66,21.07,20.39,-6.72,4.27
"AQY BB-642","2020-08-29 11:00:00",2020-08-29 11:00:00,37.960428,-122.356809,"2020-06-03","2020-06-03 12:00:00",2.38,-38.02,2.56,17.1,20,23.73,18.44,17.01,-1.5,6.2
"AQY BB-633","2020-08-29 12:00:00",2020-08-29 12:00:00,37.960428,-122.356809,"2020-06-03","2020-06-03 12:00:00",1.88,-32.85,1.83,17.5,21.6,29.14,21.98,21.27,-7.04,3.57
"AQY BB-642","2020-08-29 12:00:00",2020-08-29 12:00:00,37.960428,-122.356809,"2020-06-03","2020-06-03 12:00:00",2.38,-38.02,2.56,17.1,21.6,24.02,19.13,17.75,-1.81,5.47
"AQY BB-633","2020-08-29 13:00:00",2020-08-29 13:00:00,37.960428,-122.356809,"2020-06-03","2020-06-03 12:00:00",1.88,-32.85,1.83,17.5,21.6,29.01,21.73,21.03,-6.96,3.76
"AQY BB-642","2020-08-29 13:00:00",2020-08-29 13:00:00,37.960428,-122.356809,"2020-06-03","2020-06-03 12:00:00",2.38,-38.02,2.56,17.1,21.6,24.13,19.39,18.03,-1.9,5.21
"AQY BB-633","2020-08-29 14:00:00",2020-08-29 14:00:00,37.960428,-122.356809,"2020-06-03","2020-06-03 12:00:00",1.88,-32.85,1.83,17.5,21.1,28.39,20.56,19.9,-5.28,5.66
"AQY BB-642","2020-08-29 14:00:00",2020-08-29 14:00:00,37.960428,-122.356809,"2020-06-03","2020-06-03 12:00:00",2.38,-38.02,2.56,17.1,21.1,23.72,18.41,16.98,-0.63,7.06
"AQY BB-633","2020-08-29 15:00:00",2020-08-29 15:00:00,37.960428,-122.356809,"2020-06-03","2020-06-03 12:00:00",1.88,-32.85,1.83,17.5,21.3,28.99,21.69,20.99,-4.58,5.67
"AQY BB-642","2020-08-29 15:00:00",2020-08-29 15:00:00,37.960428,-122.356809,"2020-06-03","2020-06-03 12:00:00",2.38,-38.02,2.56,17.1,21.3,23.76,18.51,17.08,0.12,7.72
"AQY BB-633","2020-08-29 16:00:00",2020-08-29 16:00:00,37.960428,-122.356809,"2020-06-03","2020-06-03 12:00:00",1.88,-32.85,1.83,17.5,22.4,29.64,22.92,22.18,-5.1,4.66
"AQY BB-642","2020-08-29 16:00:00",2020-08-29 16:00:00,37.960428,-122.356809,"2020-06-03","2020-06-03 12:00:00",2.38,-38.02,2.56,17.1,22.4,24.17,19.49,18.13,-0.25,6.75
"AQY BB-633","2020-08-29 17:00:00",2020-08-29 17:00:00,37.960428,-122.356809,"2020-06-03","2020-06-03 12:00:00",1.88,-32.85,1.83,17.5,23.8,30.25,24.06,23.29,-4.39,4.65
"AQY BB-642","2020-08-29 17:00:00",2020-08-29 17:00:00,37.960428,-122.356809,"2020-06-03","2020-06-03 12:00:00",2.38,-38.02,2.56,17.1,23.8,24.52,20.32,19.03,0.3,6.76
"AQY BB-633","2020-08-29 18:00:00",2020-08-29 18:00:00,37.960428,-122.356809,"2020-06-03","2020-06-03 12:00:00",1.88,-32.85,1.83,17.5,25.1,30.32,24.2,23.42,-2.48,6.11
"AQY BB-642","2020-08-29 18:00:00",2020-08-29 18:00:00,37.960428,-122.356809,"2020-06-03","2020-06-03 12:00:00",2.38,-38.02,2.56,17.1,25.1,24.65,20.63,19.37,1.51,7.72
"AQY BB-633","2020-08-29 19:00:00",2020-08-29 19:00:00,37.960428,-122.356809,"2020-06-03","2020-06-03 12:00:00",1.88,-32.85,1.83,17.5,26.5,29.14,21.98,21.27,0.44,9.53
"AQY BB-642","2020-08-29 19:00:00",2020-08-29 19:00:00,37.960428,-122.356809,"2020-06-03","2020-06-03 12:00:00",2.38,-38.02,2.56,17.1,26.5,24.25,19.68,18.34,2.2,8.98
"AQY BB-633","2020-08-29 20:00:00",2020-08-29 20:00:00,37.960428,-122.356809,"2020-06-03","2020-06-03 12:00:00",1.88,-32.85,1.83,17.5,28.1,29.67,22.97,22.23,1.42,9.82
"AQY BB-642","2020-08-29 20:00:00",2020-08-29 20:00:00,37.960428,-122.356809,"2020-06-03","2020-06-03 12:00:00",2.38,-38.02,2.56,17.1,28.1,24.97,21.39,20.19,3.98,9.62
"AQY BB-633","2020-08-29 21:00:00",2020-08-29 21:00:00,37.960428,-122.356809,"2020-06-03","2020-06-03 12:00:00",1.88,-32.85,1.83,17.5,29.7,31.28,26,25.18,1.28,8.22
"AQY BB-642","2020-08-29 21:00:00",2020-08-29 21:00:00,37.960428,-122.356809,"2020-06-03","2020-06-03 12:00:00",2.38,-38.02,2.56,17.1,29.7,25.92,23.65,22.62,5.74,9.88
"AQY BB-633","2020-08-29 22:00:00",2020-08-29 22:00:00,37.960428,-122.356809,"2020-06-03","2020-06-03 12:00:00",1.88,-32.85,1.83,17.5,29,30.78,25.06,24.26,-0.81,7.01
"AQY BB-642","2020-08-29 22:00:00",2020-08-29 22:00:00,37.960428,-122.356809,"2020-06-03","2020-06-03 12:00:00",2.38,-38.02,2.56,17.1,29,25.91,23.63,22.6,4.44,8.65
"AQY BB-633","2020-08-29 23:00:00",2020-08-29 23:00:00,37.960428,-122.356809,"2020-06-03","2020-06-03 12:00:00",1.88,-32.85,1.83,17.5,27.8,31.54,26.49,25.65,-2.76,4.77
"AQY BB-642","2020-08-29 23:00:00",2020-08-29 23:00:00,37.960428,-122.356809,"2020-06-03","2020-06-03 12:00:00",2.38,-38.02,2.56,17.1,27.8,26.08,24.03,23.03,4.03,7.98
"AQY BB-633","2020-08-30 00:00:00",2020-08-30 00:00:00,37.960428,-122.356809,"2020-06-03","2020-06-03 12:00:00",1.88,-32.85,1.83,17.5,26.3,30.71,24.93,24.13,-4.32,4.3
"AQY BB-642","2020-08-30 00:00:00",2020-08-30 00:00:00,37.960428,-122.356809,"2020-06-03","2020-06-03 12:00:00",2.38,-38.02,2.56,17.1,26.3,25.76,23.27,22.21,2.73,7.23
"AQY BB-633","2020-08-30 01:00:00",2020-08-30 01:00:00,37.960428,-122.356809,"2020-06-03","2020-06-03 12:00:00",1.88,-32.85,1.83,17.5,22.8,29.88,23.37,22.62,-6.83,3.05
"AQY BB-642","2020-08-30 01:00:00",2020-08-30 01:00:00,37.960428,-122.356809,"2020-06-03","2020-06-03 12:00:00",2.38,-38.02,2.56,17.1,22.8,24.95,21.34,20.14,0.7,6.5
"AQY BB-633","2020-08-30 02:00:00",2020-08-30 02:00:00,37.960428,-122.356809,"2020-06-03","2020-06-03 12:00:00",1.88,-32.85,1.83,17.5,21.2,29.73,23.09,22.34,-9.09,1.4
"AQY BB-642","2020-08-30 02:00:00",2020-08-30 02:00:00,37.960428,-122.356809,"2020-06-03","2020-06-03 12:00:00",2.38,-38.02,2.56,17.1,21.2,24.8,20.98,19.75,-1.48,4.61
"AQY BB-633","2020-08-30 03:00:00",2020-08-30 03:00:00,37.960428,-122.356809,"2020-06-03","2020-06-03 12:00:00",1.88,-32.85,1.83,17.5,20.9,29.43,22.52,21.8,-9.32,1.49
"AQY BB-642","2020-08-30 03:00:00",2020-08-30 03:00:00,37.960428,-122.356809,"2020-06-03","2020-06-03 12:00:00",2.38,-38.02,2.56,17.1,20.9,24.44,20.13,18.83,-1.98,4.67
"AQY BB-633","2020-08-30 04:00:00",2020-08-30 04:00:00,37.960428,-122.356809,"2020-06-03","2020-06-03 12:00:00",1.88,-32.85,1.83,17.5,20.3,29.23,22.14,21.43,-9.49,1.54
"AQY BB-642","2020-08-30 04:00:00",2020-08-30 04:00:00,37.960428,-122.356809,"2020-06-03","2020-06-03 12:00:00",2.38,-38.02,2.56,17.1,20.3,24.25,19.68,18.34,-2.46,4.49
"AQY BB-633","2020-08-30 05:00:00",2020-08-30 05:00:00,37.960428,-122.356809,"2020-06-03","2020-06-03 12:00:00",1.88,-32.85,1.83,17.5,19.3,28.48,20.73,20.06,-8.79,2.79
"AQY BB-642","2020-08-30 05:00:00",2020-08-30 05:00:00,37.960428,-122.356809,"2020-06-03","2020-06-03 12:00:00",2.38,-38.02,2.56,17.1,19.3,23.61,18.15,16.7,-2.47,5.45
"AQY BB-633","2020-08-30 06:00:00",2020-08-30 06:00:00,37.960428,-122.356809,"2020-06-03","2020-06-03 12:00:00",1.88,-32.85,1.83,17.5,21.3,29.41,22.48,21.76,-9.33,1.5
"AQY BB-642","2020-08-30 06:00:00",2020-08-30 06:00:00,37.960428,-122.356809,"2020-06-03","2020-06-03 12:00:00",2.38,-38.02,2.56,17.1,21.3,24.24,19.65,18.31,-2.9,4.09
"AQY BB-633","2020-08-30 07:00:00",2020-08-30 07:00:00,37.960428,-122.356809,"2020-06-03","2020-06-03 12:00:00",1.88,-32.85,1.83,17.5,19.6,28.34,20.47,19.8,-8.6,3.08
"AQY BB-642","2020-08-30 07:00:00",2020-08-30 07:00:00,37.960428,-122.356809,"2020-06-03","2020-06-03 12:00:00",2.38,-38.02,2.56,17.1,19.6,23.68,18.32,16.88,-2.96,4.88
"AQY BB-633","2020-08-30 08:00:00",2020-08-30 08:00:00,37.960428,-122.356809,"2020-06-03","2020-06-03 12:00:00",1.88,-32.85,1.83,17.5,19.2,28.07,19.96,19.31,-8.89,3.1
"AQY BB-642","2020-08-30 08:00:00",2020-08-30 08:00:00,37.960428,-122.356809,"2020-06-03","2020-06-03 12:00:00",2.38,-38.02,2.56,17.1,19.2,23.46,17.8,16.31,-3.37,4.81
"AQY BB-633","2020-08-30 09:00:00",2020-08-30 09:00:00,37.960428,-122.356809,"2020-06-03","2020-06-03 12:00:00",1.88,-32.85,1.83,17.5,19.1,28,19.83,19.18,-8.74,3.28
"AQY BB-642","2020-08-30 09:00:00",2020-08-30 09:00:00,37.960428,-122.356809,"2020-06-03","2020-06-03 12:00:00",2.38,-38.02,2.56,17.1,19.1,23.18,17.13,15.6,-3.13,5.47
"AQY BB-633","2020-08-30 10:00:00",2020-08-30 10:00:00,37.960428,-122.356809,"2020-06-03","2020-06-03 12:00:00",1.88,-32.85,1.83,17.5,19,29.65,22.94,22.2,-10.1,0.67
"AQY BB-642","2020-08-30 10:00:00",2020-08-30 10:00:00,37.960428,-122.356809,"2020-06-03","2020-06-03 12:00:00",2.38,-38.02,2.56,17.1,19,24.35,19.91,18.6,-3.77,3.09
"AQY BB-633","2020-08-30 11:00:00",2020-08-30 11:00:00,37.960428,-122.356809,"2020-06-03","2020-06-03 12:00:00",1.88,-32.85,1.83,17.5,22.3,30.22,24.01,23.24,-9.1,0.94
"AQY BB-642","2020-08-30 11:00:00",2020-08-30 11:00:00,37.960428,-122.356809,"2020-06-03","2020-06-03 12:00:00",2.38,-38.02,2.56,17.1,22.3,24.67,20.67,19.42,-2.61,3.72
"AQY BB-633","2020-08-30 12:00:00",2020-08-30 12:00:00,37.960428,-122.356809,"2020-06-03","2020-06-03 12:00:00",1.88,-32.85,1.83,17.5,17.3,27.3,18.51,17.9,-7.43,4.96
"AQY BB-642","2020-08-30 12:00:00",2020-08-30 12:00:00,37.960428,-122.356809,"2020-06-03","2020-06-03 12:00:00",2.38,-38.02,2.56,17.1,17.3,22.63,15.82,14.18,-2.15,7.24
"AQY BB-633","2020-08-30 13:00:00",2020-08-30 13:00:00,37.960428,-122.356809,"2020-06-03","2020-06-03 12:00:00",1.88,-32.85,1.83,17.5,17,27.47,18.83,18.22,-8.16,4.23
"AQY BB-642","2020-08-30 13:00:00",2020-08-30 13:00:00,37.960428,-122.356809,"2020-06-03","2020-06-03 12:00:00",2.38,-38.02,2.56,17.1,17,22.8,16.23,14.62,-2.82,6.33
"AQY BB-633","2020-08-30 14:00:00",2020-08-30 14:00:00,37.960428,-122.356809,"2020-06-03","2020-06-03 12:00:00",1.88,-32.85,1.83,17.5,20.1,28.6,20.96,20.28,-8.42,2.98
"AQY BB-642","2020-08-30 14:00:00",2020-08-30 14:00:00,37.960428,-122.356809,"2020-06-03","2020-06-03 12:00:00",2.38,-38.02,2.56,17.1,20.1,23.72,18.41,16.98,-2.92,4.86
"AQY BB-633","2020-08-30 15:00:00",2020-08-30 15:00:00,37.960428,-122.356809,"2020-06-03","2020-06-03 12:00:00",1.88,-32.85,1.83,17.5,20,27.69,19.25,18.62,-5.5,6.14
"AQY BB-642","2020-08-30 15:00:00",2020-08-30 15:00:00,37.960428,-122.356809,"2020-06-03","2020-06-03 12:00:00",2.38,-38.02,2.56,17.1,20,23.14,17.03,15.49,-1.12,7.46
"AQY BB-633","2020-08-30 16:00:00",2020-08-30 16:00:00,37.960428,-122.356809,"2020-06-03","2020-06-03 12:00:00",1.88,-32.85,1.83,17.5,18.8,25.87,15.82,15.29,-4.42,8.68
"AQY BB-642","2020-08-30 16:00:00",2020-08-30 16:00:00,37.960428,-122.356809,"2020-06-03","2020-06-03 12:00:00",2.38,-38.02,2.56,17.1,18.8,22.13,14.63,12.9,-1.35,8.76
"AQY BB-633","2020-08-30 17:00:00",2020-08-30 17:00:00,37.960428,-122.356809,"2020-06-03","2020-06-03 12:00:00",1.88,-32.85,1.83,17.5,19.3,25.94,15.96,15.42,-3.49,9.37
"AQY BB-642","2020-08-30 17:00:00",2020-08-30 17:00:00,37.960428,-122.356809,"2020-06-03","2020-06-03 12:00:00",2.38,-38.02,2.56,17.1,19.3,22.1,14.56,12.82,-1.16,8.99
"AQY BB-633","2020-08-30 18:00:00",2020-08-30 18:00:00,37.960428,-122.356809,"2020-06-03","2020-06-03 12:00:00",1.88,-32.85,1.83,17.5,23.2,29.88,23.37,22.62,-2.97,6.13
"AQY BB-642","2020-08-30 18:00:00",2020-08-30 18:00:00,37.960428,-122.356809,"2020-06-03","2020-06-03 12:00:00",2.38,-38.02,2.56,17.1,23.2,24.28,19.75,18.42,1.24,8.02
"AQY BB-633","2020-08-30 19:00:00",2020-08-30 19:00:00,37.960428,-122.356809,"2020-06-03","2020-06-03 12:00:00",1.88,-32.85,1.83,17.5,24.7,31.51,26.43,25.6,-5,3.01
"AQY BB-642","2020-08-30 19:00:00",2020-08-30 19:00:00,37.960428,-122.356809,"2020-06-03","2020-06-03 12:00:00",2.38,-38.02,2.56,17.1,24.7,25.21,21.96,20.8,0.84,6.23
"AQY BB-633","2020-08-30 20:00:00",2020-08-30 20:00:00,37.960428,-122.356809,"2020-06-03","2020-06-03 12:00:00",1.88,-32.85,1.83,17.5,26.5,32.18,27.7,26.82,-3.84,3.31
"AQY BB-642","2020-08-30 20:00:00",2020-08-30 20:00:00,37.960428,-122.356809,"2020-06-03","2020-06-03 12:00:00",2.38,-38.02,2.56,17.1,26.5,25.48,22.6,21.49,2.59,7.51
"AQY BB-633","2020-08-30 21:00:00",2020-08-30 21:00:00,37.960428,-122.356809,"2020-06-03","2020-06-03 12:00:00",1.88,-32.85,1.83,17.5,28.1,32.98,29.2,28.28,-3.95,2.49
"AQY BB-642","2020-08-30 21:00:00",2020-08-30 21:00:00,37.960428,-122.356809,"2020-06-03","2020-06-03 12:00:00",2.38,-38.02,2.56,17.1,28.1,26.03,23.91,22.91,3.55,7.6
"AQY BB-633","2020-08-30 22:00:00",2020-08-30 22:00:00,37.960428,-122.356809,"2020-06-03","2020-06-03 12:00:00",1.88,-32.85,1.83,17.5,31.7,34.81,32.64,31.63,-2.93,1.6
"AQY BB-642","2020-08-30 22:00:00",2020-08-30 22:00:00,37.960428,-122.356809,"2020-06-03","2020-06-03 12:00:00",2.38,-38.02,2.56,17.1,31.7,27.53,27.48,26.75,5.44,7.16
"AQY BB-633","2020-08-30 23:00:00",2020-08-30 23:00:00,37.960428,-122.356809,"2020-06-03","2020-06-03 12:00:00",1.88,-32.85,1.83,17.5,29.4,33.4,29.99,29.05,-2.55,3.21
"AQY BB-642","2020-08-30 23:00:00",2020-08-30 23:00:00,37.960428,-122.356809,"2020-06-03","2020-06-03 12:00:00",2.38,-38.02,2.56,17.1,29.4,26.92,26.03,25.19,6,8.61
"AQY BB-633","2020-09-01 00:00:00",2020-09-01 00:00:00,37.960428,-122.356809,"2020-06-03","2020-06-03 12:00:00",1.88,-32.85,1.36,12.5,35.3,35.69,34.3,31.52,0.08,6.3
"AQY BB-642","2020-09-01 00:00:00",2020-09-01 00:00:00,37.960428,-122.356809,"2020-06-03","2020-06-03 12:00:00",2.38,-38.02,2.28,14.3,35.3,29.24,31.55,34.02,8.09,3.79
"AQY BB-633","2020-09-01 01:00:00",2020-09-01 01:00:00,37.960428,-122.356809,"2020-06-03","2020-06-03 12:00:00",1.88,-32.85,1.36,12.5,33.5,35.52,33.98,31.28,-2.3,4.27
"AQY BB-642","2020-09-01 01:00:00",2020-09-01 01:00:00,37.960428,-122.356809,"2020-06-03","2020-06-03 12:00:00",2.38,-38.02,2.28,14.3,33.5,28.73,30.34,32.86,6.59,3.22
"AQY BB-633","2020-09-01 02:00:00",2020-09-01 02:00:00,37.960428,-122.356809,"2020-06-03","2020-06-03 12:00:00",1.88,-32.85,1.36,12.5,32.1,35.18,33.34,30.82,-4.11,2.82
"AQY BB-642","2020-09-01 02:00:00",2020-09-01 02:00:00,37.960428,-122.356809,"2020-06-03","2020-06-03 12:00:00",2.38,-38.02,2.28,14.3,32.1,28.43,29.62,32.17,4.72,2.04
"AQY BB-633","2020-09-01 03:00:00",2020-09-01 03:00:00,37.960428,-122.356809,"2020-06-03","2020-06-03 12:00:00",1.88,-32.85,1.36,12.5,30.8,34.7,32.44,30.17,-5.58,1.75
