"ID","proxy_site","description","address","city","start_date","end_date","lat","lon","O3.gain","O3.offset"
"AQY BB-607","San Pablo - Rumrill","Pt. San Pablo Harbor","1900 Stenmark Drive","Pt. San Pablo",2019-12-05,"2020-02-28",37.962284,-122.418807,"1","0"
"AQY BB-607","San Pablo - Rumrill","Pt. San Pablo Harbor","1900 Stenmark Drive","Pt. San Pablo",2020-02-29,"2020-03-05",37.962284,-122.418807,"1.86383956668975","-36.3914030064567"
"AQY BB-607","San Pablo - Rumrill","Pt. San Pablo Harbor","1900 Stenmark Drive","Pt. San Pablo",2020-03-06,"2020-03-11",37.962284,-122.418807,"1.94539696323918","-40.788609558847"
"AQY BB-607","San Pablo - Rumrill","Pt. San Pablo Harbor","1900 Stenmark Drive","Pt. San Pablo",2020-03-12,"2020-03-19",37.962284,-122.418807,"1.87896197743121","-39.4815602280599"
"AQY BB-607","San Pablo - Rumrill","Pt. San Pablo Harbor","1900 Stenmark Drive","Pt. San Pablo",2020-03-20,"2020-03-29",37.962284,-122.418807,"1.82901996135133","-39.8351294523697"
"AQY BB-607","San Pablo - Rumrill","Pt. San Pablo Harbor","1900 Stenmark Drive","Pt. San Pablo",2020-03-30,"2020-04-09",37.962284,-122.418807,"2.1462882763306","-55.4814437793964"
"AQY BB-607","San Pablo - Rumrill","Pt. San Pablo Harbor","1900 Stenmark Drive","Pt. San Pablo",2020-04-10,"2020-04-14",37.962284,-122.418807,"1.98114365797896","-49.5192867528598"
"AQY BB-607","San Pablo - Rumrill","Pt. San Pablo Harbor","1900 Stenmark Drive","Pt. San Pablo",2020-04-15,"2020-04-20",37.962284,-122.418807,"1.85351418636931","-44.6062158698548"
"AQY BB-607","San Pablo - Rumrill","Pt. San Pablo Harbor","1900 Stenmark Drive","Pt. San Pablo",2020-04-21,"2020-04-25",37.962284,-122.418807,"1.62129146525214","-34.726811512694"
"AQY BB-607","San Pablo - Rumrill","Pt. San Pablo Harbor","1900 Stenmark Drive","Pt. San Pablo",2020-04-26,"2020-06-29",37.962284,-122.418807,"1.45665377005471","-28.0496284743359"
"AQY BB-607","San Pablo - Rumrill","Pt. San Pablo Harbor","1900 Stenmark Drive","Pt. San Pablo",2020-06-30,"2020-07-13",37.962284,-122.418807,"1.30078165930968","-23.9719473099285"
"AQY BB-607","San Pablo - Rumrill","Pt. San Pablo Harbor","1900 Stenmark Drive","Pt. San Pablo",2020-07-14,"9999-12-31",37.962284,-122.418807,"1.33829931098913","-25.0210932112091"
"AQY BB-609","San Pablo - Rumrill","Residence","1910 Ralston Av","Richmond",2019-12-18,"2019-12-19",37.93897,-122.316503,"1","0"
"AQY BB-609","San Pablo - Rumrill","Residence","1910 Ralston Av","Richmond",2019-12-20,"2019-12-24",37.93897,-122.316503,"1.16475463570488","-4.5042293003937"
"AQY BB-609","San Pablo - Rumrill","Residence","1910 Ralston Av","Richmond",2019-12-25,"2020-02-08",37.93897,-122.316503,"1.25732244037822","-7.92010015340411"
"AQY BB-609","San Pablo - Rumrill","Residence","1910 Ralston Av","Richmond",2020-02-09,"2020-02-15",37.93897,-122.316503,"1.18853598000215","-8.7902238395976"
"AQY BB-609","San Pablo - Rumrill","Residence","1910 Ralston Av","Richmond",2020-02-16,"2020-04-06",37.93897,-122.316503,"1.14110686114647","-9.35416117214744"
"AQY BB-609","San Pablo - Rumrill","Residence","1910 Ralston Av","Richmond",2020-04-07,"2020-04-18",37.93897,-122.316503,"1.17061792267077","-6.7612753492263"
"AQY BB-609","San Pablo - Rumrill","Residence","1910 Ralston Av","Richmond",2020-04-19,"2020-04-27",37.93897,-122.316503,"1.06530137306979","-1.99375905356545"
"AQY BB-609","San Pablo - Rumrill","Residence","1910 Ralston Av","Richmond",2020-04-28,"2020-05-03",37.93897,-122.316503,"1.011121175293","1.34265947199663"
"AQY BB-609","San Pablo - Rumrill","Residence","1910 Ralston Av","Richmond",2020-05-04,"2020-06-23",37.93897,-122.316503,"1.01793361234066","1.39638953683605"
"AQY BB-609","San Pablo - Rumrill","Residence","1910 Ralston Av","Richmond",2020-06-24,"9999-12-31",37.93897,-122.316503,"1.07865778149056","-2.60632738062203"
"AQY BB-610","San Pablo - Rumrill","Residence","3200 Moran Avenue","Richmond",2020-03-13,"9999-12-31",38.951854,-122.336586,"1","0"
"AQY BB-611","San Pablo - Rumrill","Residence","521 2nd St","Richmond",2019-12-05,"2019-12-30",37.938903,-122.367769,"1","0"
"AQY BB-611","San Pablo - Rumrill","Residence","521 2nd St","Richmond",2019-12-31,"2020-01-11",37.938903,-122.367769,"1.85621617070866","-28.3349170031432"
"AQY BB-611","San Pablo - Rumrill","Residence","521 2nd St","Richmond",2020-01-12,"2020-01-30",37.938903,-122.367769,"1.67849982796693","-25.8151369900086"
"AQY BB-611","San Pablo - Rumrill","Residence","521 2nd St","Richmond",2020-01-31,"2020-04-22",37.938903,-122.367769,"1.68097687003158","-26.6443788525994"
"AQY BB-611","San Pablo - Rumrill","Residence","521 2nd St","Richmond",2020-04-23,"2020-05-15",37.938903,-122.367769,"1.42187676275877","-16.8445819130094"
"AQY BB-611","San Pablo - Rumrill","Residence","521 2nd St","Richmond",2020-05-16,"2020-05-27",37.938903,-122.367769,"1.41709694548061","-17.5331648884848"
"AQY BB-611","San Pablo - Rumrill","Residence","521 2nd St","Richmond",2020-05-28,"2020-06-20",37.938903,-122.367769,"1.4077271478997","-16.8927231253986"
"AQY BB-611","San Pablo - Rumrill","Residence","521 2nd St","Richmond",2020-06-21,"2020-06-25",37.938903,-122.367769,"1.43106845184447","-17.4565379623308"
"AQY BB-611","San Pablo - Rumrill","Residence","521 2nd St","Richmond",2020-06-26,"2020-07-08",37.938903,-122.367769,"1.4601063962181","-19.0446735660196"
"AQY BB-611","San Pablo - Rumrill","Residence","521 2nd St","Richmond",2020-07-09,"9999-12-31",37.938903,-122.367769,"1.4348037422226","-21.1180299950566"
"AQY BB-634","San Pablo - Rumrill","Business","600 Hoffman Blvd","Richmond",2019-12-03,"2019-12-07",37.923745,-122.362565,"2.00653013821752","-37.1697400904435"
"AQY BB-634","San Pablo - Rumrill","Business","600 Hoffman Blvd","Richmond",2019-12-06,"2019-12-02",37.923745,-122.362565,"1","0"
