"lat","lon","modality","units","proxy_raw","proxy_site","timestamp","proxy_rand"
37.9604,-122.3571,"OZONE","PPB",23.7,"San Pablo - Rumrill","2020-08-04 23:00:00",23.7000039436508
37.864767,-122.302741,"OZONE","PPB",16.3,"Berkeley Aquatic Park","2020-08-04 23:00:00",16.3000097553894
37.9604,-122.3571,"OZONE","PPB",24.5,"San Pablo - Rumrill","2020-08-04 22:00:00",24.5000074286377
37.864767,-122.302741,"OZONE","PPB",17.6,"Berkeley Aquatic Park","2020-08-04 22:00:00",17.6000052094672
37.9604,-122.3571,"OZONE","PPB",22.7,"San Pablo - Rumrill","2020-08-04 21:00:00",22.7000023300781
37.864767,-122.302741,"OZONE","PPB",16.5,"Berkeley Aquatic Park","2020-08-04 21:00:00",16.5000044851264
37.9604,-122.3571,"OZONE","PPB",22.7,"San Pablo - Rumrill","2020-08-04 20:00:00",22.7000082336077
37.864767,-122.302741,"OZONE","PPB",18,"Berkeley Aquatic Park","2020-08-04 20:00:00",18.0000075292144
37.9604,-122.3571,"OZONE","PPB",23.5,"San Pablo - Rumrill","2020-08-04 19:00:00",23.5000045412988
37.864767,-122.302741,"OZONE","PPB",16.4,"Berkeley Aquatic Park","2020-08-04 19:00:00",16.4000056876211
37.9604,-122.3571,"OZONE","PPB",21.9,"San Pablo - Rumrill","2020-08-04 18:00:00",21.9000034442533
37.864767,-122.302741,"OZONE","PPB",16,"Berkeley Aquatic Park","2020-08-04 18:00:00",16.0000013264979
37.9604,-122.3571,"OZONE","PPB",20,"San Pablo - Rumrill","2020-08-04 17:00:00",20.000001344635
37.864767,-122.302741,"OZONE","PPB",14.5,"Berkeley Aquatic Park","2020-08-04 17:00:00",14.5000042954697
37.9604,-122.3571,"OZONE","PPB",18.5,"San Pablo - Rumrill","2020-08-04 16:00:00",18.5000028873579
37.864767,-122.302741,"OZONE","PPB",11.7,"Berkeley Aquatic Park","2020-08-04 16:00:00",11.7000043938326
37.9604,-122.3571,"OZONE","PPB",17.1,"San Pablo - Rumrill","2020-08-04 15:00:00",17.1000053524828
37.864767,-122.302741,"OZONE","PPB",13.1,"Berkeley Aquatic Park","2020-08-04 15:00:00",13.1000019355568
37.9604,-122.3571,"OZONE","PPB",17.2,"San Pablo - Rumrill","2020-08-04 14:00:00",17.2000099239073
37.864767,-122.302741,"OZONE","PPB",9.5,"Berkeley Aquatic Park","2020-08-04 14:00:00",9.50000843508213
37.9604,-122.3571,"OZONE","PPB",17.1,"San Pablo - Rumrill","2020-08-04 13:00:00",17.1000014419172
37.864767,-122.302741,"OZONE","PPB",7.9,"Berkeley Aquatic Park","2020-08-04 13:00:00",7.90000240687582
37.9604,-122.3571,"OZONE","PPB",17.3,"San Pablo - Rumrill","2020-08-04 12:00:00",17.3000088370884
37.864767,-122.302741,"OZONE","PPB",14.1,"Berkeley Aquatic Park","2020-08-04 12:00:00",14.1000092118858
37.9604,-122.3571,"OZONE","PPB",17.4,"San Pablo - Rumrill","2020-08-04 11:00:00",17.4000057249346
37.864767,-122.302741,"OZONE","PPB",13.6,"Berkeley Aquatic Park","2020-08-04 11:00:00",13.6000055231027
37.9604,-122.3571,"OZONE","PPB",17,"San Pablo - Rumrill","2020-08-04 10:00:00",17.0000044932948
37.864767,-122.302741,"OZONE","PPB",15,"Berkeley Aquatic Park","2020-08-04 10:00:00",15.0000097042492
37.9604,-122.3571,"OZONE","PPB",19,"San Pablo - Rumrill","2020-08-04 09:00:00",19.0000096671731
37.864767,-122.302741,"OZONE","PPB",16,"Berkeley Aquatic Park","2020-08-04 09:00:00",16.0000097886942
37.9604,-122.3571,"OZONE","PPB",19.2,"San Pablo - Rumrill","2020-08-04 08:00:00",19.20000172001
37.864767,-122.302741,"OZONE","PPB",18.4,"Berkeley Aquatic Park","2020-08-04 08:00:00",18.4000060715354
37.9604,-122.3571,"OZONE","PPB",18.2,"San Pablo - Rumrill","2020-08-04 07:00:00",18.2000043830921
37.864767,-122.302741,"OZONE","PPB",17.5,"Berkeley Aquatic Park","2020-08-04 07:00:00",17.5000021667742
37.9604,-122.3571,"OZONE","PPB",17,"San Pablo - Rumrill","2020-08-04 06:00:00",17.0000090749528
37.864767,-122.302741,"OZONE","PPB",17.6,"Berkeley Aquatic Park","2020-08-04 06:00:00",17.6000061864318
37.9604,-122.3571,"OZONE","PPB",15.5,"San Pablo - Rumrill","2020-08-04 05:00:00",15.5000088984783
37.864767,-122.302741,"OZONE","PPB",16.4,"Berkeley Aquatic Park","2020-08-04 05:00:00",16.4000033351425
37.9604,-122.3571,"OZONE","PPB",15.1,"San Pablo - Rumrill","2020-08-04 04:00:00",15.10000468191
37.864767,-122.302741,"OZONE","PPB",15.8,"Berkeley Aquatic Park","2020-08-04 04:00:00",15.800007213168
37.9604,-122.3571,"OZONE","PPB",16.5,"San Pablo - Rumrill","2020-08-04 03:00:00",16.5000058036021
37.864767,-122.302741,"OZONE","PPB",14.1,"Berkeley Aquatic Park","2020-08-04 03:00:00",14.1000050075495
37.9604,-122.3571,"OZONE","PPB",16.6,"San Pablo - Rumrill","2020-08-04 02:00:00",16.60000246268
37.864767,-122.302741,"OZONE","PPB",14.8,"Berkeley Aquatic Park","2020-08-04 02:00:00",14.8000074950877
37.9604,-122.3571,"OZONE","PPB",18,"San Pablo - Rumrill","2020-08-04 01:00:00",18.0000065388459
37.864767,-122.302741,"OZONE","PPB",15.1,"Berkeley Aquatic Park","2020-08-04 01:00:00",15.1000086602363
37.9604,-122.3571,"OZONE","PPB",17.2,"San Pablo - Rumrill","2020-08-04 00:00:00",17.2000097345194
37.864767,-122.302741,"OZONE","PPB",13.4,"Berkeley Aquatic Park","2020-08-04 00:00:00",13.4000066230648
37.9604,-122.3571,"OZONE","PPB",18.3,"San Pablo - Rumrill","2020-08-03 23:00:00",18.3000015169084
37.864767,-122.302741,"OZONE","PPB",13.9,"Berkeley Aquatic Park","2020-08-03 23:00:00",13.9000096564005
37.9604,-122.3571,"OZONE","PPB",19,"San Pablo - Rumrill","2020-08-03 22:00:00",19.0000050994029
37.864767,-122.302741,"OZONE","PPB",15.1,"Berkeley Aquatic Park","2020-08-03 22:00:00",15.1000063826621
37.9604,-122.3571,"OZONE","PPB",21.6,"San Pablo - Rumrill","2020-08-03 21:00:00",21.6000064993725
37.864767,-122.302741,"OZONE","PPB",16.3,"Berkeley Aquatic Park","2020-08-03 21:00:00",16.3000069550912
37.9604,-122.3571,"OZONE","PPB",20.6,"San Pablo - Rumrill","2020-08-03 20:00:00",20.6000013451001
37.864767,-122.302741,"OZONE","PPB",16.6,"Berkeley Aquatic Park","2020-08-03 20:00:00",16.6000027730551
37.9604,-122.3571,"OZONE","PPB",21.4,"San Pablo - Rumrill","2020-08-03 19:00:00",21.4000019504216
37.864767,-122.302741,"OZONE","PPB",14.8,"Berkeley Aquatic Park","2020-08-03 19:00:00",14.8000051388176
37.9604,-122.3571,"OZONE","PPB",18.7,"San Pablo - Rumrill","2020-08-03 18:00:00",18.7000084385108
37.864767,-122.302741,"OZONE","PPB",13.8,"Berkeley Aquatic Park","2020-08-03 18:00:00",13.8000096018956
37.9604,-122.3571,"OZONE","PPB",14.2,"San Pablo - Rumrill","2020-08-03 17:00:00",14.2000041553045
37.864767,-122.302741,"OZONE","PPB",13.2,"Berkeley Aquatic Park","2020-08-03 17:00:00",13.2000061234946
37.9604,-122.3571,"OZONE","PPB",12.4,"San Pablo - Rumrill","2020-08-03 16:00:00",12.4000075167604
37.864767,-122.302741,"OZONE","PPB",7.5,"Berkeley Aquatic Park","2020-08-03 16:00:00",7.50000275407048
37.9604,-122.3571,"OZONE","PPB",14.5,"San Pablo - Rumrill","2020-08-03 15:00:00",14.5000095820764
37.864767,-122.302741,"OZONE","PPB",5.7,"Berkeley Aquatic Park","2020-08-03 15:00:00",5.70000708196063
37.9604,-122.3571,"OZONE","PPB",11,"San Pablo - Rumrill","2020-08-03 14:00:00",11.0000090773405
37.864767,-122.302741,"OZONE","PPB",5.4,"Berkeley Aquatic Park","2020-08-03 14:00:00",5.40000851157804
37.9604,-122.3571,"OZONE","PPB",6.5,"San Pablo - Rumrill","2020-08-03 13:00:00",6.50000423051991
37.864767,-122.302741,"OZONE","PPB",4.2,"Berkeley Aquatic Park","2020-08-03 13:00:00",4.20000608935459
37.9604,-122.3571,"OZONE","PPB",13.9,"San Pablo - Rumrill","2020-08-03 12:00:00",13.9000072370243
37.864767,-122.302741,"OZONE","PPB",5.2,"Berkeley Aquatic Park","2020-08-03 12:00:00",5.20000668416061
37.9604,-122.3571,"OZONE","PPB",12,"San Pablo - Rumrill","2020-08-03 11:00:00",12.0000065365867
37.864767,-122.302741,"OZONE","PPB",10,"Berkeley Aquatic Park","2020-08-03 11:00:00",10.0000090764327
37.9604,-122.3571,"OZONE","PPB",13,"San Pablo - Rumrill","2020-08-03 10:00:00",13.0000025805541
37.864767,-122.302741,"OZONE","PPB",9,"Berkeley Aquatic Park","2020-08-03 10:00:00",9.00000450088661
37.9604,-122.3571,"OZONE","PPB",15.3,"San Pablo - Rumrill","2020-08-03 09:00:00",15.3000093344298
37.864767,-122.302741,"OZONE","PPB",8.6,"Berkeley Aquatic Park","2020-08-03 09:00:00",8.60000326837868
37.9604,-122.3571,"OZONE","PPB",14.7,"San Pablo - Rumrill","2020-08-03 08:00:00",14.7000070293136
37.864767,-122.302741,"OZONE","PPB",10.5,"Berkeley Aquatic Park","2020-08-03 08:00:00",10.5000013161337
37.9604,-122.3571,"OZONE","PPB",14.4,"San Pablo - Rumrill","2020-08-03 07:00:00",14.4000084909212
37.864767,-122.302741,"OZONE","PPB",10.1,"Berkeley Aquatic Park","2020-08-03 07:00:00",10.1000012645727
37.9604,-122.3571,"OZONE","PPB",14.5,"San Pablo - Rumrill","2020-08-03 06:00:00",14.5000013586433
37.864767,-122.302741,"OZONE","PPB",15.5,"Berkeley Aquatic Park","2020-08-03 06:00:00",15.5000011285064
37.9604,-122.3571,"OZONE","PPB",12.8,"San Pablo - Rumrill","2020-08-03 05:00:00",12.8000029779786
37.864767,-122.302741,"OZONE","PPB",14,"Berkeley Aquatic Park","2020-08-03 05:00:00",14.0000086998542
37.9604,-122.3571,"OZONE","PPB",14.8,"San Pablo - Rumrill","2020-08-03 04:00:00",14.8000035777223
37.864767,-122.302741,"OZONE","PPB",14.3,"Berkeley Aquatic Park","2020-08-03 04:00:00",14.3000088696167
37.9604,-122.3571,"OZONE","PPB",16.5,"San Pablo - Rumrill","2020-08-03 03:00:00",16.5000060274244
37.864767,-122.302741,"OZONE","PPB",11.9,"Berkeley Aquatic Park","2020-08-03 03:00:00",11.9000022568506
37.9604,-122.3571,"OZONE","PPB",18.8,"San Pablo - Rumrill","2020-08-03 02:00:00",18.8000012090136
37.864767,-122.302741,"OZONE","PPB",12.9,"Berkeley Aquatic Park","2020-08-03 02:00:00",12.9000053642791
37.9604,-122.3571,"OZONE","PPB",18,"San Pablo - Rumrill","2020-08-03 01:00:00",18.0000027442886
37.864767,-122.302741,"OZONE","PPB",15.1,"Berkeley Aquatic Park","2020-08-03 01:00:00",15.1000059539117
37.9604,-122.3571,"OZONE","PPB",17.8,"San Pablo - Rumrill","2020-08-03 00:00:00",17.8000024263503
37.864767,-122.302741,"OZONE","PPB",15.2,"Berkeley Aquatic Park","2020-08-03 00:00:00",15.2000084700462
37.9604,-122.3571,"OZONE","PPB",19.8,"San Pablo - Rumrill","2020-08-02 23:00:00",19.8000041723212
37.864767,-122.302741,"OZONE","PPB",16.2,"Berkeley Aquatic Park","2020-08-02 23:00:00",16.2000066382309
37.9604,-122.3571,"OZONE","PPB",18.3,"San Pablo - Rumrill","2020-08-02 22:00:00",18.3000028318204
37.864767,-122.302741,"OZONE","PPB",15.5,"Berkeley Aquatic Park","2020-08-02 22:00:00",15.5000048285664
37.9604,-122.3571,"OZONE","PPB",18.3,"San Pablo - Rumrill","2020-08-02 21:00:00",18.3000091424824
37.864767,-122.302741,"OZONE","PPB",17,"Berkeley Aquatic Park","2020-08-02 21:00:00",17.0000049120131
37.9604,-122.3571,"OZONE","PPB",18.5,"San Pablo - Rumrill","2020-08-02 20:00:00",18.5000061170869
37.864767,-122.302741,"OZONE","PPB",17,"Berkeley Aquatic Park","2020-08-02 20:00:00",17.0000066476754
37.9604,-122.3571,"OZONE","PPB",17.3,"San Pablo - Rumrill","2020-08-02 19:00:00",17.3000070069633
37.864767,-122.302741,"OZONE","PPB",16.1,"Berkeley Aquatic Park","2020-08-02 19:00:00",16.1000089799615
37.9604,-122.3571,"OZONE","PPB",16.6,"San Pablo - Rumrill","2020-08-02 18:00:00",16.6000057404321
37.864767,-122.302741,"OZONE","PPB",14.6,"Berkeley Aquatic Park","2020-08-02 18:00:00",14.6000027617858
37.9604,-122.3571,"OZONE","PPB",15.8,"San Pablo - Rumrill","2020-08-02 17:00:00",15.8000014469951
37.864767,-122.302741,"OZONE","PPB",13.3,"Berkeley Aquatic Park","2020-08-02 17:00:00",13.3000039411541
37.9604,-122.3571,"OZONE","PPB",14.7,"San Pablo - Rumrill","2020-08-02 16:00:00",14.7000059772155
37.864767,-122.302741,"OZONE","PPB",12,"Berkeley Aquatic Park","2020-08-02 16:00:00",12.0000061494004
37.9604,-122.3571,"OZONE","PPB",16.2,"San Pablo - Rumrill","2020-08-02 15:00:00",16.200009743614
37.864767,-122.302741,"OZONE","PPB",11,"Berkeley Aquatic Park","2020-08-02 15:00:00",11.0000097289815
37.9604,-122.3571,"OZONE","PPB",14.9,"San Pablo - Rumrill","2020-08-02 14:00:00",14.9000013781563
37.864767,-122.302741,"OZONE","PPB",10,"Berkeley Aquatic Park","2020-08-02 14:00:00",10.0000071493932
37.9604,-122.3571,"OZONE","PPB",13.9,"San Pablo - Rumrill","2020-08-02 13:00:00",13.9000083933671
37.864767,-122.302741,"OZONE","PPB",8.7,"Berkeley Aquatic Park","2020-08-02 13:00:00",8.70000571602721
37.9604,-122.3571,"OZONE","PPB",15.6,"San Pablo - Rumrill","2020-08-02 12:00:00",15.6000065079
37.864767,-122.302741,"OZONE","PPB",14.2,"Berkeley Aquatic Park","2020-08-02 12:00:00",14.2000018625033
37.9604,-122.3571,"OZONE","PPB",14.6,"San Pablo - Rumrill","2020-08-02 11:00:00",14.6000047020628
37.864767,-122.302741,"OZONE","PPB",12.7,"Berkeley Aquatic Park","2020-08-02 11:00:00",12.70000896371
37.9604,-122.3571,"OZONE","PPB",15,"San Pablo - Rumrill","2020-08-02 10:00:00",15.0000039623296
37.864767,-122.302741,"OZONE","PPB",12,"Berkeley Aquatic Park","2020-08-02 10:00:00",12.0000043803126
37.9604,-122.3571,"OZONE","PPB",16.3,"San Pablo - Rumrill","2020-08-02 09:00:00",16.3000031973971
37.864767,-122.302741,"OZONE","PPB",13.3,"Berkeley Aquatic Park","2020-08-02 09:00:00",13.3000017783329
37.9604,-122.3571,"OZONE","PPB",15.9,"San Pablo - Rumrill","2020-08-02 08:00:00",15.9000025301198
37.864767,-122.302741,"OZONE","PPB",13.7,"Berkeley Aquatic Park","2020-08-02 08:00:00",13.7000055729214
37.9604,-122.3571,"OZONE","PPB",15.3,"San Pablo - Rumrill","2020-08-02 07:00:00",15.3000047851329
37.864767,-122.302741,"OZONE","PPB",12.5,"Berkeley Aquatic Park","2020-08-02 07:00:00",12.5000040214646
37.9604,-122.3571,"OZONE","PPB",15.7,"San Pablo - Rumrill","2020-08-02 06:00:00",15.7000057827784
37.864767,-122.302741,"OZONE","PPB",12.5,"Berkeley Aquatic Park","2020-08-02 06:00:00",12.5000045144234
37.9604,-122.3571,"OZONE","PPB",16.1,"San Pablo - Rumrill","2020-08-02 05:00:00",16.1000015386587
37.864767,-122.302741,"OZONE","PPB",11.5,"Berkeley Aquatic Park","2020-08-02 05:00:00",11.500005686464
37.9604,-122.3571,"OZONE","PPB",16.4,"San Pablo - Rumrill","2020-08-02 04:00:00",16.4000068730351
37.864767,-122.302741,"OZONE","PPB",10.8,"Berkeley Aquatic Park","2020-08-02 04:00:00",10.8000056625867
37.9604,-122.3571,"OZONE","PPB",13.3,"San Pablo - Rumrill","2020-08-02 03:00:00",13.3000047137651
37.864767,-122.302741,"OZONE","PPB",12.6,"Berkeley Aquatic Park","2020-08-02 03:00:00",12.6000099082857
37.9604,-122.3571,"OZONE","PPB",15.7,"San Pablo - Rumrill","2020-08-02 02:00:00",15.7000046856906
37.864767,-122.302741,"OZONE","PPB",12.3,"Berkeley Aquatic Park","2020-08-02 02:00:00",12.300004253213
37.9604,-122.3571,"OZONE","PPB",16.4,"San Pablo - Rumrill","2020-08-02 01:00:00",16.4000021374051
37.864767,-122.302741,"OZONE","PPB",14,"Berkeley Aquatic Park","2020-08-02 01:00:00",14.000007532842
37.9604,-122.3571,"OZONE","PPB",15.9,"San Pablo - Rumrill","2020-08-02 00:00:00",15.9000058581797
37.864767,-122.302741,"OZONE","PPB",13.2,"Berkeley Aquatic Park","2020-08-02 00:00:00",13.2000049376251
37.9604,-122.3571,"OZONE","PPB",18.7,"San Pablo - Rumrill","2020-08-06 23:00:00",18.7000065671057
37.864767,-122.302741,"OZONE","PPB",13.3,"Berkeley Aquatic Park","2020-08-06 23:00:00",13.3000092461136
37.9604,-122.3571,"OZONE","PPB",22.5,"San Pablo - Rumrill","2020-08-06 22:00:00",22.500008599054
37.864767,-122.302741,"OZONE","PPB",15.9,"Berkeley Aquatic Park","2020-08-06 22:00:00",15.9000077336664
37.9604,-122.3571,"OZONE","PPB",23.1,"San Pablo - Rumrill","2020-08-06 21:00:00",23.1000077467433
37.864767,-122.302741,"OZONE","PPB",17.2,"Berkeley Aquatic Park","2020-08-06 21:00:00",17.2000065635868
37.9604,-122.3571,"OZONE","PPB",22.7,"San Pablo - Rumrill","2020-08-06 20:00:00",22.7000043949569
37.864767,-122.302741,"OZONE","PPB",16.9,"Berkeley Aquatic Park","2020-08-06 20:00:00",16.9000092192035
37.9604,-122.3571,"OZONE","PPB",25.3,"San Pablo - Rumrill","2020-08-06 19:00:00",25.3000024859108
37.864767,-122.302741,"OZONE","PPB",17.8,"Berkeley Aquatic Park","2020-08-06 19:00:00",17.8000052766012
37.9604,-122.3571,"OZONE","PPB",24.9,"San Pablo - Rumrill","2020-08-06 18:00:00",24.9000068344298
37.864767,-122.302741,"OZONE","PPB",17.4,"Berkeley Aquatic Park","2020-08-06 18:00:00",17.4000076264259
37.9604,-122.3571,"OZONE","PPB",21,"San Pablo - Rumrill","2020-08-06 17:00:00",21.0000077062199
37.864767,-122.302741,"OZONE","PPB",14.7,"Berkeley Aquatic Park","2020-08-06 17:00:00",14.7000014369132
37.9604,-122.3571,"OZONE","PPB",19.5,"San Pablo - Rumrill","2020-08-06 16:00:00",19.500002490564
37.864767,-122.302741,"OZONE","PPB",13,"Berkeley Aquatic Park","2020-08-06 16:00:00",13.0000045736831
37.9604,-122.3571,"OZONE","PPB",20.1,"San Pablo - Rumrill","2020-08-06 15:00:00",20.1000078773265
37.864767,-122.302741,"OZONE","PPB",11.7,"Berkeley Aquatic Park","2020-08-06 15:00:00",11.7000058265333
37.9604,-122.3571,"OZONE","PPB",17,"San Pablo - Rumrill","2020-08-06 14:00:00",17.0000058647786
37.864767,-122.302741,"OZONE","PPB",16.2,"Berkeley Aquatic Park","2020-08-06 14:00:00",16.2000053365885
37.9604,-122.3571,"OZONE","PPB",18.7,"San Pablo - Rumrill","2020-08-06 13:00:00",18.7000035841119
37.864767,-122.302741,"OZONE","PPB",7.3,"Berkeley Aquatic Park","2020-08-06 13:00:00",7.30000491467472
37.9604,-122.3571,"OZONE","PPB",21.4,"San Pablo - Rumrill","2020-08-06 12:00:00",21.4000083031646
37.864767,-122.302741,"OZONE","PPB",16,"Berkeley Aquatic Park","2020-08-06 12:00:00",16.0000089225882
37.9604,-122.3571,"OZONE","PPB",23.1,"San Pablo - Rumrill","2020-08-06 11:00:00",23.1000012986853
37.864767,-122.302741,"OZONE","PPB",14.9,"Berkeley Aquatic Park","2020-08-06 11:00:00",14.9000014015942
37.9604,-122.3571,"OZONE","PPB",23,"San Pablo - Rumrill","2020-08-06 10:00:00",23.0000054632572
37.864767,-122.302741,"OZONE","PPB",16,"Berkeley Aquatic Park","2020-08-06 10:00:00",16.0000028686535
37.9604,-122.3571,"OZONE","PPB",24.1,"San Pablo - Rumrill","2020-08-06 09:00:00",24.1000070872399
37.864767,-122.302741,"OZONE","PPB",18.1,"Berkeley Aquatic Park","2020-08-06 09:00:00",18.1000039594956
37.9604,-122.3571,"OZONE","PPB",24.4,"San Pablo - Rumrill","2020-08-06 08:00:00",24.4000087924942
37.864767,-122.302741,"OZONE","PPB",19.7,"Berkeley Aquatic Park","2020-08-06 08:00:00",19.7000031559508
37.9604,-122.3571,"OZONE","PPB",24.7,"San Pablo - Rumrill","2020-08-06 07:00:00",24.7000015406499
37.864767,-122.302741,"OZONE","PPB",21.3,"Berkeley Aquatic Park","2020-08-06 07:00:00",21.3000041927907
37.9604,-122.3571,"OZONE","PPB",24.8,"San Pablo - Rumrill","2020-08-06 06:00:00",24.8000075150314
37.864767,-122.302741,"OZONE","PPB",20,"Berkeley Aquatic Park","2020-08-06 06:00:00",20.0000030911996
37.9604,-122.3571,"OZONE","PPB",24,"San Pablo - Rumrill","2020-08-06 05:00:00",24.0000058169458
37.864767,-122.302741,"OZONE","PPB",21.1,"Berkeley Aquatic Park","2020-08-06 05:00:00",21.1000060326149
37.9604,-122.3571,"OZONE","PPB",24,"San Pablo - Rumrill","2020-08-06 04:00:00",24.0000028099181
37.864767,-122.302741,"OZONE","PPB",21.7,"Berkeley Aquatic Park","2020-08-06 04:00:00",21.7000036323257
37.9604,-122.3571,"OZONE","PPB",22.2,"San Pablo - Rumrill","2020-08-06 03:00:00",22.2000085276932
37.864767,-122.302741,"OZONE","PPB",21.7,"Berkeley Aquatic Park","2020-08-06 03:00:00",21.7000045194042
37.9604,-122.3571,"OZONE","PPB",23,"San Pablo - Rumrill","2020-08-06 02:00:00",23.0000095059043
37.864767,-122.302741,"OZONE","PPB",23.5,"Berkeley Aquatic Park","2020-08-06 02:00:00",23.5000096879717
37.9604,-122.3571,"OZONE","PPB",25.3,"San Pablo - Rumrill","2020-08-06 01:00:00",25.3000083776478
37.864767,-122.302741,"OZONE","PPB",23.1,"Berkeley Aquatic Park","2020-08-06 01:00:00",23.1000013867711
37.9604,-122.3571,"OZONE","PPB",26.1,"San Pablo - Rumrill","2020-08-06 00:00:00",26.1000022317942
37.864767,-122.302741,"OZONE","PPB",25,"Berkeley Aquatic Park","2020-08-06 00:00:00",25.0000021133082
37.9604,-122.3571,"OZONE","PPB",25.4,"San Pablo - Rumrill","2020-08-05 23:00:00",25.4000031012453
37.864767,-122.302741,"OZONE","PPB",24.8,"Berkeley Aquatic Park","2020-08-05 23:00:00",24.8000022818336
37.9604,-122.3571,"OZONE","PPB",24.9,"San Pablo - Rumrill","2020-08-05 22:00:00",24.9000033953538
37.864767,-122.302741,"OZONE","PPB",24.8,"Berkeley Aquatic Park","2020-08-05 22:00:00",24.8000092829536
37.9604,-122.3571,"OZONE","PPB",26.5,"San Pablo - Rumrill","2020-08-05 21:00:00",26.5000030046841
37.864767,-122.302741,"OZONE","PPB",22.2,"Berkeley Aquatic Park","2020-08-05 21:00:00",22.2000057541526
37.9604,-122.3571,"OZONE","PPB",25.3,"San Pablo - Rumrill","2020-08-05 20:00:00",25.3000087788999
37.864767,-122.302741,"OZONE","PPB",21.8,"Berkeley Aquatic Park","2020-08-05 20:00:00",21.8000067778205
37.9604,-122.3571,"OZONE","PPB",24.7,"San Pablo - Rumrill","2020-08-05 19:00:00",24.7000032814265
37.864767,-122.302741,"OZONE","PPB",20.8,"Berkeley Aquatic Park","2020-08-05 19:00:00",20.8000056673247
37.9604,-122.3571,"OZONE","PPB",23.2,"San Pablo - Rumrill","2020-08-05 18:00:00",23.2000010985735
37.864767,-122.302741,"OZONE","PPB",18.2,"Berkeley Aquatic Park","2020-08-05 18:00:00",18.2000062857705
37.9604,-122.3571,"OZONE","PPB",22.2,"San Pablo - Rumrill","2020-08-05 17:00:00",22.2000065532356
37.864767,-122.302741,"OZONE","PPB",15.6,"Berkeley Aquatic Park","2020-08-05 17:00:00",15.6000013185605
37.9604,-122.3571,"OZONE","PPB",21.5,"San Pablo - Rumrill","2020-08-05 16:00:00",21.5000021118351
37.864767,-122.302741,"OZONE","PPB",13.2,"Berkeley Aquatic Park","2020-08-05 16:00:00",13.2000081572294
37.9604,-122.3571,"OZONE","PPB",22,"San Pablo - Rumrill","2020-08-05 15:00:00",22.0000032988767
37.864767,-122.302741,"OZONE","PPB",12.9,"Berkeley Aquatic Park","2020-08-05 15:00:00",12.9000024565371
37.9604,-122.3571,"OZONE","PPB",21.3,"San Pablo - Rumrill","2020-08-05 14:00:00",21.3000050851385
37.864767,-122.302741,"OZONE","PPB",13.4,"Berkeley Aquatic Park","2020-08-05 14:00:00",13.4000016700722
37.9604,-122.3571,"OZONE","PPB",20.6,"San Pablo - Rumrill","2020-08-05 13:00:00",20.600008146365
37.864767,-122.302741,"OZONE","PPB",16.6,"Berkeley Aquatic Park","2020-08-05 13:00:00",16.6000030051899
37.9604,-122.3571,"OZONE","PPB",22.1,"San Pablo - Rumrill","2020-08-05 12:00:00",22.1000051571928
37.864767,-122.302741,"OZONE","PPB",21.4,"Berkeley Aquatic Park","2020-08-05 12:00:00",21.4000066489388
37.9604,-122.3571,"OZONE","PPB",22,"San Pablo - Rumrill","2020-08-05 11:00:00",22.0000040092368
37.864767,-122.302741,"OZONE","PPB",20.7,"Berkeley Aquatic Park","2020-08-05 11:00:00",20.7000061254597
37.9604,-122.3571,"OZONE","PPB",22,"San Pablo - Rumrill","2020-08-05 10:00:00",22.0000089274576
37.864767,-122.302741,"OZONE","PPB",20,"Berkeley Aquatic Park","2020-08-05 10:00:00",20.0000057621966
37.9604,-122.3571,"OZONE","PPB",21.8,"San Pablo - Rumrill","2020-08-05 09:00:00",21.8000036395021
37.864767,-122.302741,"OZONE","PPB",19.7,"Berkeley Aquatic Park","2020-08-05 09:00:00",19.7000087312771
37.9604,-122.3571,"OZONE","PPB",23.6,"San Pablo - Rumrill","2020-08-05 08:00:00",23.6000049066633
37.864767,-122.302741,"OZONE","PPB",21.2,"Berkeley Aquatic Park","2020-08-05 08:00:00",21.2000098865834
37.9604,-122.3571,"OZONE","PPB",23.6,"San Pablo - Rumrill","2020-08-05 07:00:00",23.6000076210211
37.864767,-122.302741,"OZONE","PPB",20.7,"Berkeley Aquatic Park","2020-08-05 07:00:00",20.700001200318
37.9604,-122.3571,"OZONE","PPB",22.7,"San Pablo - Rumrill","2020-08-05 06:00:00",22.7000068607198
37.864767,-122.302741,"OZONE","PPB",22.1,"Berkeley Aquatic Park","2020-08-05 06:00:00",22.1000099693671
37.9604,-122.3571,"OZONE","PPB",24,"San Pablo - Rumrill","2020-08-05 05:00:00",24.0000097294898
37.864767,-122.302741,"OZONE","PPB",19.6,"Berkeley Aquatic Park","2020-08-05 05:00:00",19.6000098558772
37.9604,-122.3571,"OZONE","PPB",24.3,"San Pablo - Rumrill","2020-08-05 04:00:00",24.3000023805774
37.864767,-122.302741,"OZONE","PPB",18,"Berkeley Aquatic Park","2020-08-05 04:00:00",18.0000025863026
37.9604,-122.3571,"OZONE","PPB",23.8,"San Pablo - Rumrill","2020-08-05 03:00:00",23.8000018537831
37.864767,-122.302741,"OZONE","PPB",18.1,"Berkeley Aquatic Park","2020-08-05 03:00:00",18.1000094860934
37.9604,-122.3571,"OZONE","PPB",23,"San Pablo - Rumrill","2020-08-05 02:00:00",23.000009856676
37.864767,-122.302741,"OZONE","PPB",16.8,"Berkeley Aquatic Park","2020-08-05 02:00:00",16.8000015142471
